Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
316,Exit long,2024-07-22 10:00,n-l-sl,21368,54,23119020,-41585.4,-0.18,11067.3,0.05,-48602.7,-0.21,3616207.8,36.16
316,Entry long,2024-07-22 09:55,NL,21406.5,54,23119020,-41585.4,-0.18,11067.3,0.05,-48602.7,-0.21,3616207.8,36.16
317,Exit short,2024-07-22 21:10,a-s-sl,21389.5,159,67968525,-50100.9,-0.07,15097.05,0.02,-50092.95,-0.07,3566099,35.66
317,Entry short,2024-07-22 20:55,AS,21373.75,159,67968525,-50100.9,-0.07,15097.05,0.02,-50092.95,-0.07,3566099,35.66
318,Exit short,2024-07-22 21:10,a-s-sl,21389.5,160,68396000,-50416,-0.07,15192,0.02,-50408,-0.07,3515691,35.16
318,Entry short,2024-07-22 20:55,AS,21373.75,160,68396000,-50416,-0.07,15192,0.02,-50408,-0.07,3515691,35.16
319,Exit long,2024-07-23 12:20,n-l-sl,21440,53,22776220,-49825.3,-0.22,11127.35,0.05,-49822.65,-0.22,3465863,34.66
319,Entry long,2024-07-23 11:40,NL,21487,53,22776220,-49825.3,-0.22,11127.35,0.05,-49822.65,-0.22,3465863,34.66
320,Exit long,2024-07-23 12:20,n-l-sl,21440,53,22776220,-49825.3,-0.22,11127.35,0.05,-49822.65,-0.22,3416040.2,34.16
320,Entry long,2024-07-23 11:40,NL,21487,53,22776220,-49825.3,-0.22,11127.35,0.05,-49822.65,-0.22,3416040.2,34.16
321,Exit long,2024-07-23 21:45,a-l-sl,21251.25,163,69314935,-35876.3,-0.05,35036.85,0.05,-35868.15,-0.05,3380155.8,33.80
321,Entry long,2024-07-23 20:50,AL,21262.25,163,69314935,-35876.3,-0.05,35036.85,0.05,-35868.15,-0.05,3380155.8,33.80
322,Exit long,2024-07-23 21:45,a-l-sl,21251.25,164,69740180,-36096.4,-0.05,35251.8,0.05,-36088.2,-0.05,3344067.5,33.44
322,Entry long,2024-07-23 20:50,AL,21262.25,164,69740180,-36096.4,-0.05,35251.8,0.05,-36088.2,-0.05,3344067.5,33.44
323,Exit long,2024-07-24 21:40,a-l-sl,20707.75,147,60930765,-49994.7,-0.08,43357.65,0.07,-49987.35,-0.08,3294065.5,32.94
323,Entry long,2024-07-24 20:30,AL,20724.75,147,60930765,-49994.7,-0.08,43357.65,0.07,-49987.35,-0.08,3294065.5,32.94
324,Exit long,2024-07-24 21:40,a-l-sl,20707.75,147,60930765,-49994.7,-0.08,43357.65,0.07,-49987.35,-0.08,3244078.2,32.44
324,Entry long,2024-07-24 20:30,AL,20724.75,147,60930765,-49994.7,-0.08,43357.65,0.07,-49987.35,-0.08,3244078.2,32.44
325,Exit short,2024-07-25 10:30,n-s-sl,20528,49,20067460,-49984.9,-0.25,11512.55,0.06,-49982.45,-0.25,3194090.8,31.94
325,Entry short,2024-07-25 10:20,NS,20477,49,20067460,-49984.9,-0.25,11512.55,0.06,-49982.45,-0.25,3194090.8,31.94
326,Exit short,2024-07-25 10:30,n-s-sl,20528,49,20067460,-49984.9,-0.25,11512.55,0.06,-49982.45,-0.25,3144108.5,31.44
326,Entry short,2024-07-25 10:20,NS,20477,49,20067460,-49984.9,-0.25,11512.55,0.06,-49982.45,-0.25,3144108.5,31.44
327,Exit long,2024-07-25 23:10,a-l-sl,20494.5,142,58254790,-50424.2,-0.09,44012.9,0.08,-50417.1,-0.09,3093677,30.94
327,Entry long,2024-07-25 21:50,AL,20512.25,142,58254790,-50424.2,-0.09,44012.9,0.08,-50417.1,-0.09,3093677,30.94
328,Exit long,2024-07-25 23:10,a-l-sl,20494.5,142,58254790,-50424.2,-0.09,44012.9,0.08,-50417.1,-0.09,3043260,30.43
328,Entry long,2024-07-25 21:50,AL,20512.25,142,58254790,-50424.2,-0.09,44012.9,0.08,-50417.1,-0.09,3043260,30.43
329,Exit long,2024-07-26 12:40,n-l-tp1,20708.75,47,19404185,62035.3,0.32,62037.65,0.32,-3997.35,-0.02,3105293,31.05
329,Entry long,2024-07-26 12:15,NL,20642.75,47,19404185,62035.3,0.32,62037.65,0.32,-3997.35,-0.02,3105293,31.05
330,Exit long,2024-07-26 13:35,n-l-be,20643.75,47,19404185,935.3,0.00,85537.65,0.44,-3997.35,-0.02,3106230.5,31.06
330,Entry long,2024-07-26 12:15,NL,20642.75,47,19404185,935.3,0.00,85537.65,0.44,-3997.35,-0.02,3106230.5,31.06
331,Exit long,2024-07-28 21:30,a-l-tp1,20747.75,143,59275645,62905.7,0.11,62912.85,0.11,-27892.15,-0.05,3169129,31.69
331,Entry long,2024-07-28 21:05,AL,20725.75,143,59275645,62905.7,0.11,62912.85,0.11,-27892.15,-0.05,3169129,31.69
332,Exit long,2024-07-28 21:35,a-l-be,20726.75,144,59690160,2865.6,0.00,80632.8,0.14,-28087.2,-0.05,3172002,31.72
332,Entry long,2024-07-28 21:05,AL,20725.75,144,59690160,2865.6,0.00,80632.8,0.14,-28087.2,-0.05,3172002,31.72
333,Exit short,2024-07-29 11:50,n-s-sl,20666,47,19376925,-49119.7,-0.25,60627.65,0.31,-49117.35,-0.25,3122879.8,31.23
333,Entry short,2024-07-29 11:25,NS,20613.75,47,19376925,-49119.7,-0.25,60627.65,0.31,-49117.35,-0.25,3122879.8,31.23
334,Exit short,2024-07-29 11:50,n-s-sl,20666,48,19789200,-50164.8,-0.25,61917.6,0.31,-50162.4,-0.25,3072717.5,30.73
334,Entry short,2024-07-29 11:25,NS,20613.75,48,19789200,-50164.8,-0.25,61917.6,0.31,-50162.4,-0.25,3072717.5,30.73
335,Exit short,2024-07-29 22:35,a-s-tp1,20530.5,146,60011840,62765.4,0.10,62772.7,0.10,-19717.3,-0.03,3135475.5,31.35
335,Entry short,2024-07-29 22:10,AS,20552,146,60011840,62765.4,0.10,62772.7,0.10,-19717.3,-0.03,3135475.5,31.35
336,Exit short,2024-07-29 23:05,a-s-be,20551,146,60011840,2905.4,0.00,116792.7,0.19,-19717.3,-0.03,3138388.2,31.38
336,Entry short,2024-07-29 22:10,AS,20552,146,60011840,2905.4,0.00,116792.7,0.19,-19717.3,-0.03,3138388.2,31.38
337,Exit short,2024-07-30 11:35,n-s-tp1,20389,48,19635120,61675.2,0.31,61677.6,0.31,-21602.4,-0.11,3200061,32.00
337,Entry short,2024-07-30 11:15,NS,20453.25,48,19635120,61675.2,0.31,61677.6,0.31,-21602.4,-0.11,3200061,32.00
338,Exit short,2024-07-30 12:50,n-s-tp2,20324.75,49,20044185,125925.1,0.63,125927.55,0.63,-22052.45,-0.11,3325988.5,33.26
338,Entry short,2024-07-30 11:15,NS,20453.25,49,20044185,125925.1,0.63,125927.55,0.63,-22052.45,-0.11,3325988.5,33.26
339,Exit long,2024-07-31 10:50,n-l-sl,20852.75,46,19215120,-30594.6,-0.16,18167.7,0.09,-30592.3,-0.16,3295391.5,32.95
339,Entry long,2024-07-31 10:40,NL,20886,46,19215120,-30594.6,-0.16,18167.7,0.09,-30592.3,-0.16,3295391.5,32.95
340,Exit long,2024-07-31 10:50,n-l-sl,20852.75,46,19215120,-30594.6,-0.16,18167.7,0.09,-30592.3,-0.16,3264799.2,32.65
340,Entry long,2024-07-31 10:40,NL,20886,46,19215120,-30594.6,-0.16,18167.7,0.09,-30592.3,-0.16,3264799.2,32.65
341,Exit short,2024-07-31 23:55,a-s-sl,21123.25,128,54024960,-50572.8,-0.09,28793.6,0.05,-50566.4,-0.09,3214220,32.14
341,Entry short,2024-07-31 22:35,AS,21103.5,128,54024960,-50572.8,-0.09,28793.6,0.05,-50566.4,-0.09,3214220,32.14
342,Exit short,2024-07-31 23:55,a-s-sl,21123.25,128,54024960,-50572.8,-0.09,28793.6,0.05,-50566.4,-0.09,3163653.8,31.64
342,Entry short,2024-07-31 22:35,AS,21103.5,128,54024960,-50572.8,-0.09,28793.6,0.05,-50566.4,-0.09,3163653.8,31.64
343,Exit short,2024-08-01 11:35,n-s-tp1,20661.75,42,17417400,61525.8,0.35,61527.9,0.35,-11342.1,-0.07,3225177.2,32.25
343,Entry short,2024-08-01 11:15,NS,20735,42,17417400,61525.8,0.35,61527.9,0.35,-11342.1,-0.07,3225177.2,32.25
344,Exit short,2024-08-01 11:45,n-s-tp2,20588.5,43,17832100,125985.7,0.71,125987.85,0.71,-11612.15,-0.07,3351165.2,33.51
344,Entry short,2024-08-01 11:15,NS,20735,43,17832100,125985.7,0.71,125987.85,0.71,-11612.15,-0.07,3351165.2,33.51
345,Exit short,2024-08-02 10:45,n-s-sl,19976.25,39,15531750,-49728.9,-0.32,52843.05,0.34,-49726.95,-0.32,3301434.2,33.01
345,Entry short,2024-08-02 10:25,NS,19912.5,39,15531750,-49728.9,-0.32,52843.05,0.34,-49726.95,-0.32,3301434.2,33.01
346,Exit short,2024-08-02 10:45,n-s-sl,19976.25,39,15531750,-49728.9,-0.32,52843.05,0.34,-49726.95,-0.32,3251707.5,32.52
346,Entry short,2024-08-02 10:25,NS,19912.5,39,15531750,-49728.9,-0.32,52843.05,0.34,-49726.95,-0.32,3251707.5,32.52
347,Exit short,2024-08-04 21:20,a-s-tp1,19535,114,44602500,62688.6,0.14,62694.3,0.14,-14255.7,-0.03,3314390.2,33.14
347,Entry short,2024-08-04 21:15,AS,19562.5,114,44602500,62688.6,0.14,62694.3,0.14,-14255.7,-0.03,3314390.2,33.14
348,Exit short,2024-08-04 21:30,a-s-be,19561.5,115,44993750,2288.5,0.01,95444.25,0.21,-14380.75,-0.03,3316684.5,33.17
348,Entry short,2024-08-04 21:15,AS,19562.5,115,44993750,2288.5,0.01,95444.25,0.21,-14380.75,-0.03,3316684.5,33.17
349,Exit long,2024-08-05 12:00,n-l-tp1,19572,38,14812400,62316.2,0.42,62318.1,0.42,-4561.9,-0.03,3378998.8,33.79
349,Entry long,2024-08-05 11:50,NL,19490,38,14812400,62316.2,0.42,62318.1,0.42,-4561.9,-0.03,3378998.8,33.79
350,Exit long,2024-08-05 12:20,n-l-tp2,19653.75,38,14812400,124446.2,0.84,124448.1,0.84,-4561.9,-0.03,3503447,35.03
350,Entry long,2024-08-05 11:50,NL,19490,38,14812400,124446.2,0.84,124448.1,0.84,-4561.9,-0.03,3503447,35.03
351,Exit long,2024-08-05 21:45,a-l-tp1,19781.5,102,40291530,62719.8,0.16,62724.9,0.16,-13775.1,-0.03,3566161.5,35.66
351,Entry long,2024-08-05 21:40,AL,19750.75,102,40291530,62719.8,0.16,62724.9,0.16,-13775.1,-0.03,3566161.5,35.66
352,Exit long,2024-08-05 21:50,a-l-tp2,19812,102,40291530,124939.8,0.31,124944.9,0.31,-13775.1,-0.03,3691106.5,36.91
352,Entry long,2024-08-05 21:40,AL,19750.75,102,40291530,124939.8,0.31,124944.9,0.31,-13775.1,-0.03,3691106.5,36.91
353,Exit long,2024-08-06 11:45,n-l-tp1,19740.5,34,13361150,62386.6,0.47,62388.3,0.47,-20911.7,-0.16,3753491.5,37.53
353,Entry long,2024-08-06 11:25,NL,19648.75,34,13361150,62386.6,0.47,62388.3,0.47,-20911.7,-0.16,3753491.5,37.53
354,Exit long,2024-08-06 12:50,n-l-tp2,19832,34,13361150,124606.6,0.93,124608.3,0.93,-20911.7,-0.16,3878099.8,38.78
354,Entry long,2024-08-06 11:25,NL,19648.75,34,13361150,124606.6,0.93,124608.3,0.93,-20911.7,-0.16,3878099.8,38.78
355,Exit short,2024-08-07 12:00,n-s-tp1,19739.5,33,13088790,60716.7,0.46,60718.35,0.46,-9571.65,-0.07,3938814.8,39.39
355,Entry short,2024-08-07 11:55,NS,19831.5,33,13088790,60716.7,0.46,60718.35,0.46,-9571.65,-0.07,3938814.8,39.39
356,Exit short,2024-08-07 12:20,n-s-be,19830.5,34,13485420,676.6,0.01,78368.3,0.58,-9861.7,-0.07,3939493,39.39
356,Entry short,2024-08-07 11:55,NS,19831.5,34,13485420,676.6,0.01,78368.3,0.58,-9861.7,-0.07,3939493,39.39
357,Exit long,2024-08-07 20:35,a-l-sl,19320.75,98,37893660,-24999.8,-0.07,67125.1,0.18,-24994.9,-0.07,3914488.2,39.14
357,Entry long,2024-08-07 20:25,AL,19333.5,98,37893660,-24999.8,-0.07,67125.1,0.18,-24994.9,-0.07,3914488.2,39.14
358,Exit long,2024-08-07 20:35,a-l-sl,19320.75,99,38280330,-25254.9,-0.07,67810.05,0.18,-25249.95,-0.07,3889238.2,38.89
358,Entry long,2024-08-07 20:25,AL,19333.5,99,38280330,-25254.9,-0.07,67810.05,0.18,-25249.95,-0.07,3889238.2,38.89
359,Exit long,2024-08-08 12:05,n-l-tp1,19886.25,32,12666240,60956.8,0.48,60958.4,0.48,-20321.6,-0.16,3950193.5,39.50
359,Entry long,2024-08-08 11:10,NL,19791,32,12666240,60956.8,0.48,60958.4,0.48,-20321.6,-0.16,3950193.5,39.50
360,Exit long,2024-08-08 14:05,n-l-tp2,19981.25,33,13062060,125561.7,0.96,125563.35,0.96,-20956.65,-0.16,4075756.8,40.76
360,Entry long,2024-08-08 11:10,NL,19791,33,13062060,125561.7,0.96,125563.35,0.96,-20956.65,-0.16,4075756.8,40.76
361,Exit short,2024-08-08 22:10,a-s-sl,20006.25,94,37561460,-50299.4,-0.13,29135.3,0.08,-50294.7,-0.13,4025452.8,40.25
361,Entry short,2024-08-08 21:30,AS,19979.5,94,37561460,-50299.4,-0.13,29135.3,0.08,-50294.7,-0.13,4025452.8,40.25
362,Exit short,2024-08-08 22:10,a-s-sl,20006.25,94,37561460,-50299.4,-0.13,29135.3,0.08,-50294.7,-0.13,3975158,39.75
362,Entry short,2024-08-08 21:30,AS,19979.5,94,37561460,-50299.4,-0.13,29135.3,0.08,-50294.7,-0.13,3975158,39.75
363,Exit long,2024-08-11 23:35,a-l-sl,20060.5,97,38967325,-49964.7,-0.13,24730.15,0.06,-49959.85,-0.13,3925188.5,39.25
363,Entry long,2024-08-11 23:05,AL,20086.25,97,38967325,-49964.7,-0.13,24730.15,0.06,-49959.85,-0.13,3925188.5,39.25
364,Exit long,2024-08-11 23:35,a-l-sl,20060.5,97,38967325,-49964.7,-0.13,24730.15,0.06,-49959.85,-0.13,3875228.5,38.75
364,Entry long,2024-08-11 23:05,AL,20086.25,97,38967325,-49964.7,-0.13,24730.15,0.06,-49959.85,-0.13,3875228.5,38.75
365,Exit long,2024-08-12 13:00,n-l-sl,20042.5,32,12876640,-49443.2,-0.38,21118.4,0.16,-49441.6,-0.38,3825783.8,38.26
365,Entry long,2024-08-12 12:05,NL,20119.75,32,12876640,-49443.2,-0.38,21118.4,0.16,-49441.6,-0.38,3825783.8,38.26
366,Exit long,2024-08-12 13:00,n-l-sl,20042.5,32,12876640,-49443.2,-0.38,21118.4,0.16,-49441.6,-0.38,3776342.2,37.76
366,Entry long,2024-08-12 12:05,NL,20119.75,32,12876640,-49443.2,-0.38,21118.4,0.16,-49441.6,-0.38,3776342.2,37.76
367,Exit long,2024-08-12 21:10,a-l-sl,20078,100,40206000,-50010,-0.12,0,0.00,-50005,-0.12,3726327.2,37.26
367,Entry long,2024-08-12 21:05,AL,20103,100,40206000,-50010,-0.12,0,0.00,-50005,-0.12,3726327.2,37.26
368,Exit long,2024-08-12 21:10,a-l-sl,20078,101,40608060,-50510.1,-0.12,0,0.00,-50505.05,-0.12,3675822,36.76
368,Entry long,2024-08-12 21:05,AL,20103,101,40608060,-50510.1,-0.12,0,0.00,-50505.05,-0.12,3675822,36.76
369,Exit long,2024-08-13 22:10,a-l-sl,20548.5,100,41147000,-50010,-0.12,20495,0.05,-50005,-0.12,3625807,36.26
369,Entry long,2024-08-13 22:00,AL,20573.5,100,41147000,-50010,-0.12,20495,0.05,-50005,-0.12,3625807,36.26
370,Exit long,2024-08-13 22:10,a-l-sl,20548.5,101,41558470,-50510.1,-0.12,20699.95,0.05,-50505.05,-0.12,3575302,35.75
370,Entry long,2024-08-13 22:00,AL,20573.5,101,41558470,-50510.1,-0.12,20699.95,0.05,-50505.05,-0.12,3575302,35.75
371,Exit short,2024-08-14 10:30,n-s-tp1,20382.75,33,13519440,66821.7,0.49,66823.35,0.49,-4621.65,-0.03,3642122,36.42
371,Entry short,2024-08-14 10:00,NS,20484,33,13519440,66821.7,0.49,66823.35,0.49,-4621.65,-0.03,3642122,36.42
372,Exit short,2024-08-14 10:50,n-s-be,20483,34,13929120,676.6,0.00,83298.3,0.60,-4761.7,-0.03,3642800.2,36.43
372,Entry short,2024-08-14 10:00,NS,20484,34,13929120,676.6,0.00,83298.3,0.60,-4761.7,-0.03,3642800.2,36.43
373,Exit long,2024-08-14 22:10,a-l-tp1,20616.25,104,42818880,62909.6,0.15,62914.8,0.15,-9365.2,-0.02,3705704.8,37.06
373,Entry long,2024-08-14 21:25,AL,20586,104,42818880,62909.6,0.15,62914.8,0.15,-9365.2,-0.02,3705704.8,37.06
374,Exit long,2024-08-14 22:35,a-l-tp2,20646.25,104,42818880,125309.6,0.29,125314.8,0.29,-9365.2,-0.02,3831019.5,38.31
374,Entry long,2024-08-14 21:25,AL,20586,104,42818880,125309.6,0.29,125314.8,0.29,-9365.2,-0.02,3831019.5,38.31
375,Exit long,2024-08-15 11:15,n-l-tp1,20951.5,34,14185650,61366.6,0.43,61368.3,0.43,-13431.7,-0.09,3892384.2,38.92
375,Entry long,2024-08-15 10:05,NL,20861.25,34,14185650,61366.6,0.43,61368.3,0.43,-13431.7,-0.09,3892384.2,38.92
376,Exit long,2024-08-15 15:50,ny-eod-flat,20995,35,14602875,93621.5,0.64,124598.25,0.85,-13826.75,-0.09,3986007.5,39.86
376,Entry long,2024-08-15 10:05,NL,20861.25,35,14602875,93621.5,0.64,124598.25,0.85,-13826.75,-0.09,3986007.5,39.86
377,Exit short,2024-08-15 21:30,a-s-sl,21047.75,103,43311500,-46875.3,-0.11,18019.85,0.04,-46870.15,-0.11,3939127,39.39
377,Entry short,2024-08-15 20:45,AS,21025,103,43311500,-46875.3,-0.11,18019.85,0.04,-46870.15,-0.11,3939127,39.39
378,Exit short,2024-08-15 21:30,a-s-sl,21047.75,104,43732000,-47330.4,-0.11,18194.8,0.04,-47325.2,-0.11,3891802,38.92
378,Entry short,2024-08-15 20:45,AS,21025,104,43732000,-47330.4,-0.11,18194.8,0.04,-47325.2,-0.11,3891802,38.92
379,Exit long,2024-08-16 12:55,n-l-tp1,21079.5,34,14272520,61536.6,0.43,61538.3,0.43,-4081.7,-0.03,3953336.8,39.53
379,Entry long,2024-08-16 11:50,NL,20989,34,14272520,61536.6,0.43,61538.3,0.43,-4081.7,-0.03,3953336.8,39.53
380,Exit long,2024-08-16 15:50,ny-eod-flat,21031.75,35,14692300,29921.5,0.20,75423.25,0.51,-4201.75,-0.03,3983260,39.83
380,Entry long,2024-08-16 11:50,NL,20989,35,14692300,29921.5,0.20,75423.25,0.51,-4201.75,-0.03,3983260,39.83
381,Exit long,2024-08-19 14:00,n-l-tp1,21161.25,35,14751800,61071.5,0.41,61073.25,0.41,-13826.75,-0.09,4044329.8,40.44
381,Entry long,2024-08-19 11:15,NL,21074,35,14751800,61071.5,0.41,61073.25,0.41,-13826.75,-0.09,4044329.8,40.44
382,Exit long,2024-08-19 15:50,n-l-tp2,21248.25,36,15173280,125456.4,0.83,125458.2,0.83,-14221.8,-0.09,4169788,41.70
382,Entry long,2024-08-19 11:15,NL,21074,36,15173280,125456.4,0.83,125458.2,0.83,-14221.8,-0.09,4169788,41.70
383,Exit long,2024-08-20 10:10,n-l-sl,21268,36,15355620,-42663.6,-0.28,12598.2,0.08,-42661.8,-0.28,4127122.5,41.27
383,Entry long,2024-08-20 10:00,NL,21327.25,36,15355620,-42663.6,-0.28,12598.2,0.08,-42661.8,-0.28,4127122.5,41.27
384,Exit long,2024-08-20 10:10,n-l-sl,21268,37,15782165,-43848.7,-0.28,12948.15,0.08,-43846.85,-0.28,4083275.5,40.83
384,Entry long,2024-08-20 10:00,NL,21327.25,37,15782165,-43848.7,-0.28,12948.15,0.08,-43846.85,-0.28,4083275.5,40.83
385,Exit long,2024-08-21 01:00,a-l-tp1,21287,114,48471660,62688.6,0.13,62694.3,0.13,-36485.7,-0.08,4145958.5,41.46
385,Entry long,2024-08-20 21:00,AL,21259.5,114,48471660,62688.6,0.13,62694.3,0.13,-36485.7,-0.08,4145958.5,41.46
386,Exit long,2024-08-21 02:00,a-l-be,21260.5,115,48896850,2288.5,0.00,73594.25,0.15,-36805.75,-0.08,4148252.8,41.48
386,Entry long,2024-08-20 21:00,AL,21259.5,115,48896850,2288.5,0.00,73594.25,0.15,-36805.75,-0.08,4148252.8,41.48
387,Exit long,2024-08-21 10:40,n-l-tp1,21397.25,38,16199590,62316.2,0.38,62318.1,0.38,-29261.9,-0.18,4210567,42.11
387,Entry long,2024-08-21 10:10,NL,21315.25,38,16199590,62316.2,0.38,62318.1,0.38,-29261.9,-0.18,4210567,42.11
388,Exit long,2024-08-21 10:50,n-l-be,21316.25,38,16199590,756.2,0.00,77898.1,0.48,-29261.9,-0.18,4211325,42.11
388,Entry long,2024-08-21 10:10,NL,21315.25,38,16199590,756.2,0.00,77898.1,0.48,-29261.9,-0.18,4211325,42.11
389,Exit short,2024-08-22 11:15,n-s-tp1,21273.75,39,16655145,61616.1,0.37,61618.05,0.37,-11896.95,-0.07,4272939,42.73
389,Entry short,2024-08-22 10:20,NS,21352.75,39,16655145,61616.1,0.37,61618.05,0.37,-11896.95,-0.07,4272939,42.73
390,Exit short,2024-08-22 11:35,n-s-tp2,21195,40,17082200,126196,0.74,126198,0.74,-12202,-0.07,4399137,43.99
390,Entry short,2024-08-22 10:20,NS,21352.75,40,17082200,126196,0.74,126198,0.74,-12202,-0.07,4399137,43.99
391,Exit long,2024-08-22 23:40,a-l-tp1,21114.75,117,49345920,62583.3,0.13,62589.15,0.13,-46220.85,-0.09,4461714.5,44.62
391,Entry long,2024-08-22 20:35,AL,21088,117,49345920,62583.3,0.13,62589.15,0.13,-46220.85,-0.09,4461714.5,44.62
392,Exit long,2024-08-23 03:05,a-l-tp2,21141.25,118,49767680,125658.2,0.25,125664.1,0.25,-46615.9,-0.09,4587378.5,45.87
392,Entry long,2024-08-22 20:35,AL,21088,118,49767680,125658.2,0.25,125664.1,0.25,-46615.9,-0.09,4587378.5,45.87
393,Exit long,2024-08-23 10:45,n-l-sl,21113.25,39,16540485,-72153.9,-0.44,2728.05,0.02,-100036.95,-0.60,4515223,45.15
393,Entry long,2024-08-23 10:45,NL,21205.75,39,16540485,-72153.9,-0.44,2728.05,0.02,-100036.95,-0.60,4515223,45.15
394,Exit long,2024-08-23 10:45,n-l-sl,21113.25,39,16540485,-72153.9,-0.44,2728.05,0.02,-100036.95,-0.60,4443071,44.43
394,Entry long,2024-08-23 10:45,NL,21205.75,39,16540485,-72153.9,-0.44,2728.05,0.02,-100036.95,-0.60,4443071,44.43
395,Exit long,2024-08-25 23:35,a-l-sl,21208.5,119,50526210,-49991.9,-0.10,35099.05,0.07,-49985.95,-0.10,4393073,43.93
395,Entry long,2024-08-25 22:10,AL,21229.5,119,50526210,-49991.9,-0.10,35099.05,0.07,-49985.95,-0.10,4393073,43.93
396,Exit long,2024-08-25 23:35,a-l-sl,21208.5,120,50950800,-50412,-0.10,35394,0.07,-50406,-0.10,4342667,43.43
396,Entry long,2024-08-25 22:10,AL,21229.5,120,50950800,-50412,-0.10,35394,0.07,-50406,-0.10,4342667,43.43
397,Exit long,2024-08-27 13:50,n-l-tp1,21119.75,40,16834000,61796,0.37,61798,0.37,-23002,-0.14,4404461,44.04
397,Entry long,2024-08-27 11:30,NL,21042.5,40,16834000,61796,0.37,61798,0.37,-23002,-0.14,4404461,44.04
398,Exit long,2024-08-27 15:50,ny-eod-flat,21070,41,17254850,22545.9,0.13,70722.95,0.41,-23577.05,-0.14,4427009,44.27
398,Entry long,2024-08-27 11:30,NL,21042.5,41,17254850,22545.9,0.13,70722.95,0.41,-23577.05,-0.14,4427009,44.27
399,Exit short,2024-08-27 21:05,a-s-sl,21042.75,124,52136420,-49612.4,-0.10,1233.8,0.00,-49606.2,-0.10,4377390,43.77
399,Entry short,2024-08-27 20:25,AS,21022.75,124,52136420,-49612.4,-0.10,1233.8,0.00,-49606.2,-0.10,4377390,43.77
400,Exit short,2024-08-27 21:05,a-s-sl,21042.75,125,52556875,-50012.5,-0.10,1243.75,0.00,-50006.25,-0.10,4327384,43.27
400,Entry short,2024-08-27 20:25,AS,21022.75,125,52556875,-50012.5,-0.10,1243.75,0.00,-50006.25,-0.10,4327384,43.27
401,Exit short,2024-08-28 10:45,n-s-tp1,20927.25,41,17222050,61700.9,0.36,61702.95,0.36,-21937.05,-0.13,4389083,43.89
401,Entry short,2024-08-28 10:15,NS,21002.5,41,17222050,61700.9,0.36,61702.95,0.36,-21937.05,-0.13,4389083,43.89
402,Exit short,2024-08-28 11:00,n-s-tp2,20852.25,42,17642100,126205.8,0.72,126207.9,0.72,-22472.1,-0.13,4515290.5,45.15
402,Entry short,2024-08-28 10:15,NS,21002.5,42,17642100,126205.8,0.72,126207.9,0.72,-22472.1,-0.13,4515290.5,45.15
403,Exit long,2024-08-29 13:45,n-l-sl,21025,41,17290315,-49819.1,-0.29,33002.95,0.19,-49817.05,-0.29,4465469.5,44.65
403,Entry long,2024-08-29 12:15,NL,21085.75,41,17290315,-49819.1,-0.29,33002.95,0.19,-49817.05,-0.29,4465469.5,44.65
404,Exit long,2024-08-29 13:45,n-l-sl,21025,41,17290315,-49819.1,-0.29,33002.95,0.19,-49817.05,-0.29,4415652.5,44.16
404,Entry long,2024-08-29 12:15,NL,21085.75,41,17290315,-49819.1,-0.29,33002.95,0.19,-49817.05,-0.29,4415652.5,44.16
405,Exit long,2024-08-29 22:20,a-l-tp1,20896.5,120,50089200,62388,0.12,62394,0.12,-25206,-0.05,4478034.5,44.78
405,Entry long,2024-08-29 21:15,AL,20870.5,120,50089200,62388,0.12,62394,0.12,-25206,-0.05,4478034.5,44.78
406,Exit long,2024-08-29 23:40,a-l-be,20871.5,120,50089200,2388,0.00,97194,0.19,-25206,-0.05,4480428.5,44.80
406,Entry long,2024-08-29 21:15,AL,20870.5,120,50089200,2388,0.00,97194,0.19,-25206,-0.05,4480428.5,44.80
407,Exit short,2024-08-30 11:30,n-s-tp1,20860.5,40,16750800,62396,0.37,62398,0.37,-402,0.00,4542822.5,45.43
407,Entry short,2024-08-30 11:10,NS,20938.5,40,16750800,62396,0.37,62398,0.37,-402,0.00,4542822.5,45.43
408,Exit short,2024-08-30 14:35,n-s-be,20937.5,40,16750800,796,0.00,105598,0.63,-402,0.00,4543620.5,45.44
408,Entry short,2024-08-30 11:10,NS,20938.5,40,16750800,796,0.00,105598,0.63,-402,0.00,4543620.5,45.44
409,Exit long,2024-09-01 21:00,a-l-tp1,21058.5,123,51741180,62717.7,0.12,62723.85,0.12,-6.15,0.00,4606332,46.06
409,Entry long,2024-09-01 20:30,AL,21033,123,51741180,62717.7,0.12,62723.85,0.12,-6.15,0.00,4606332,46.06
410,Exit long,2024-09-01 22:10,a-l-be,21034,124,52161840,2467.6,0.00,76253.8,0.15,-6.2,0.00,4608806,46.09
410,Entry long,2024-09-01 20:30,AL,21033,124,52161840,2467.6,0.00,76253.8,0.15,-6.2,0.00,4608806,46.09
411,Exit long,2024-09-02 19:20,n-l-sl,21022.5,41,17288265,-49819.1,-0.29,29312.95,0.17,-49817.05,-0.29,4558984.5,45.59
411,Entry long,2024-09-02 11:25,NL,21083.25,41,17288265,-49819.1,-0.29,29312.95,0.17,-49817.05,-0.29,4558984.5,45.59
