Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
412,Exit long,2024-09-02 19:20,n-l-sl,21022.5,41,17288265,-49819.1,-0.29,29312.95,0.17,-49817.05,-0.29,4509167.5,45.09
412,Entry long,2024-09-02 11:25,NL,21083.25,41,17288265,-49819.1,-0.29,29312.95,0.17,-49817.05,-0.29,4509167.5,45.09
413,Exit long,2024-09-04 10:55,n-l-tp1,20530.75,38,15542000,61366.2,0.39,61368.1,0.39,-4181.9,-0.03,4570532,45.71
413,Entry long,2024-09-04 10:45,NL,20450,38,15542000,61366.2,0.39,61368.1,0.39,-4181.9,-0.03,4570532,45.71
414,Exit long,2024-09-04 11:25,n-l-be,20451,39,15951000,776.1,0.00,78583.05,0.49,-4291.95,-0.03,4571310,45.71
414,Entry long,2024-09-04 10:45,NL,20450,39,15951000,776.1,0.00,78583.05,0.49,-4291.95,-0.03,4571310,45.71
415,Exit long,2024-09-04 22:05,a-l-sl,20400.75,118,48195920,-50161.8,-0.10,47194.1,0.10,-50155.9,-0.10,4521142,45.21
415,Entry long,2024-09-04 21:05,AL,20422,118,48195920,-50161.8,-0.10,47194.1,0.10,-50155.9,-0.10,4521142,45.21
416,Exit long,2024-09-04 22:05,a-l-sl,20400.75,119,48604360,-50586.9,-0.10,47594.05,0.10,-50580.95,-0.10,4470561,44.71
416,Entry long,2024-09-04 21:05,AL,20422,119,48604360,-50586.9,-0.10,47594.05,0.10,-50580.95,-0.10,4470561,44.71
417,Exit long,2024-09-05 10:20,n-l-tp1,20566,39,15979860,61616.1,0.39,61618.05,0.39,-19306.95,-0.12,4532175.5,45.32
417,Entry long,2024-09-05 10:10,NL,20487,39,15979860,61616.1,0.39,61618.05,0.39,-19306.95,-0.12,4532175.5,45.32
418,Exit long,2024-09-05 10:45,n-l-be,20488,40,16389600,796,0.00,79598,0.49,-19802,-0.12,4532973.5,45.33
418,Entry long,2024-09-05 10:10,NL,20487,40,16389600,796,0.00,79598,0.49,-19802,-0.12,4532973.5,45.33
419,Exit short,2024-09-05 21:00,a-s-tp1,20261.75,120,48690600,62388,0.13,62394,0.13,-9006,-0.02,4595355,45.95
419,Entry short,2024-09-05 20:50,AS,20287.75,120,48690600,62388,0.13,62394,0.13,-9006,-0.02,4595355,45.95
420,Exit short,2024-09-05 21:00,a-s-tp2,20236,121,49096355,125222.9,0.26,125228.95,0.26,-9081.05,-0.02,4720584,47.21
420,Entry short,2024-09-05 20:50,AS,20287.75,121,49096355,125222.9,0.26,125228.95,0.26,-9081.05,-0.02,4720584,47.21
421,Exit short,2024-09-09 12:00,n-s-sl,20094.5,38,15222800,-49023.8,-0.32,18618.1,0.12,-49021.9,-0.32,4671558.5,46.72
421,Entry short,2024-09-09 11:30,NS,20030,38,15222800,-49023.8,-0.32,18618.1,0.12,-49021.9,-0.32,4671558.5,46.72
422,Exit short,2024-09-09 12:00,n-s-sl,20094.5,39,15623400,-50313.9,-0.32,19108.05,0.12,-50311.95,-0.32,4621246.5,46.21
422,Entry short,2024-09-09 11:30,NS,20030,39,15623400,-50313.9,-0.32,19108.05,0.12,-50311.95,-0.32,4621246.5,46.21
423,Exit short,2024-09-10 13:15,n-s-sl,20211.5,39,15715245,-49728.9,-0.32,21448.05,0.14,-49726.95,-0.32,4571515.5,45.72
423,Entry short,2024-09-10 12:50,NS,20147.75,39,15715245,-49728.9,-0.32,21448.05,0.14,-49726.95,-0.32,4571515.5,45.72
424,Exit short,2024-09-10 13:15,n-s-sl,20211.5,39,15715245,-49728.9,-0.32,21448.05,0.14,-49726.95,-0.32,4521788.5,45.22
424,Entry short,2024-09-10 12:50,NS,20147.75,39,15715245,-49728.9,-0.32,21448.05,0.14,-49726.95,-0.32,4521788.5,45.22
425,Exit short,2024-09-10 21:50,a-s-sl,20239.25,120,48592200,17988,0.04,28194,0.06,-12606,-0.03,4539770.5,45.40
425,Entry short,2024-09-10 21:40,AS,20246.75,120,48592200,17988,0.04,28194,0.06,-12606,-0.03,4539770.5,45.40
426,Exit short,2024-09-10 21:50,a-s-sl,20239.25,121,48997135,18137.9,0.04,28428.95,0.06,-12711.05,-0.03,4557914.5,45.58
426,Entry short,2024-09-10 21:40,AS,20246.75,121,48997135,18137.9,0.04,28428.95,0.06,-12711.05,-0.03,4557914.5,45.58
427,Exit short,2024-09-11 11:35,n-s-sl,20199,40,16109400,-49804,-0.31,35398,0.22,-49802,-0.31,4508108.5,45.08
427,Entry short,2024-09-11 11:15,NS,20136.75,40,16109400,-49804,-0.31,35398,0.22,-49802,-0.31,4508108.5,45.08
428,Exit short,2024-09-11 11:35,n-s-sl,20199,40,16109400,-49804,-0.31,35398,0.22,-49802,-0.31,4458306.5,44.58
428,Entry short,2024-09-11 11:15,NS,20136.75,40,16109400,-49804,-0.31,35398,0.22,-49802,-0.31,4458306.5,44.58
429,Exit long,2024-09-11 20:50,a-l-sl,20685.5,114,47213100,-50171.4,-0.11,0,0.00,-50165.7,-0.11,4408129.5,44.08
429,Entry long,2024-09-11 20:40,AL,20707.5,114,47213100,-50171.4,-0.11,0,0.00,-50165.7,-0.11,4408129.5,44.08
430,Exit long,2024-09-11 20:50,a-l-sl,20685.5,114,47213100,-50171.4,-0.11,0,0.00,-50165.7,-0.11,4357964,43.58
430,Entry long,2024-09-11 20:40,AL,20707.5,114,47213100,-50171.4,-0.11,0,0.00,-50165.7,-0.11,4357964,43.58
431,Exit long,2024-09-12 11:10,n-l-tp1,20812,38,15754610,62506.2,0.40,62508.1,0.40,-29071.9,-0.18,4420468,44.20
431,Entry long,2024-09-12 10:35,NL,20729.75,38,15754610,62506.2,0.40,62508.1,0.40,-29071.9,-0.18,4420468,44.20
432,Exit long,2024-09-12 11:25,n-l-be,20730.75,38,15754610,756.2,0.00,72198.1,0.46,-29071.9,-0.18,4421226,44.21
432,Entry long,2024-09-12 10:35,NL,20729.75,38,15754610,756.2,0.00,72198.1,0.46,-29071.9,-0.18,4421226,44.21
433,Exit short,2024-09-12 23:25,a-s-sl,20888.25,116,48410860,-49891.6,-0.10,4054.2,0.01,-49885.8,-0.10,4371328.5,43.71
433,Entry short,2024-09-12 23:00,AS,20866.75,116,48410860,-49891.6,-0.10,4054.2,0.01,-49885.8,-0.10,4371328.5,43.71
434,Exit short,2024-09-12 23:25,a-s-sl,20888.25,117,48828195,-50321.7,-0.10,4089.15,0.01,-50315.85,-0.10,4321013,43.21
434,Entry short,2024-09-12 23:00,AS,20866.75,117,48828195,-50321.7,-0.10,4089.15,0.01,-50315.85,-0.10,4321013,43.21
435,Exit long,2024-09-13 15:50,ny-eod-flat,20979.75,77,32251835,56972.3,0.18,108566.15,0.34,-44278.85,-0.14,4377985,43.78
435,Entry long,2024-09-13 10:50,NL,20942.75,77,32251835,56972.3,0.18,108566.15,0.34,-44278.85,-0.14,4377985,43.78
436,Exit short,2024-09-16 00:00,a-s-sl,20968,121,50692345,-50227.1,-0.10,17538.95,0.03,-50221.05,-0.10,4327752,43.28
436,Entry short,2024-09-15 21:25,AS,20947.25,121,50692345,-50227.1,-0.10,17538.95,0.03,-50221.05,-0.10,4327752,43.28
437,Exit short,2024-09-16 00:00,a-s-sl,20968,122,51111290,-50642.2,-0.10,17683.9,0.03,-50636.1,-0.10,4277116,42.77
437,Entry short,2024-09-15 21:25,AS,20947.25,122,51111290,-50642.2,-0.10,17683.9,0.03,-50636.1,-0.10,4277116,42.77
438,Exit short,2024-09-17 00:50,a-s-sl,20871.25,125,52128125,-50012.5,-0.10,21868.75,0.04,-50006.25,-0.10,4227097,42.27
438,Entry short,2024-09-16 21:40,AS,20851.25,125,52128125,-50012.5,-0.10,21868.75,0.04,-50006.25,-0.10,4227097,42.27
439,Exit short,2024-09-17 00:50,a-s-sl,20871.25,125,52128125,-50012.5,-0.10,21868.75,0.04,-50006.25,-0.10,4177091,41.77
439,Entry short,2024-09-16 21:40,AS,20851.25,125,52128125,-50012.5,-0.10,21868.75,0.04,-50006.25,-0.10,4177091,41.77
440,Exit short,2024-09-18 22:10,a-s-sl,20973.75,129,54061965,-50322.9,-0.09,46433.55,0.09,-50316.45,-0.09,4126761.5,41.27
440,Entry short,2024-09-18 22:00,AS,20954.25,129,54061965,-50322.9,-0.09,46433.55,0.09,-50316.45,-0.09,4126761.5,41.27
441,Exit short,2024-09-18 22:10,a-s-sl,20973.75,129,54061965,-50322.9,-0.09,46433.55,0.09,-50316.45,-0.09,4076445,40.76
441,Entry short,2024-09-18 22:00,AS,20954.25,129,54061965,-50322.9,-0.09,46433.55,0.09,-50316.45,-0.09,4076445,40.76
442,Exit long,2024-09-19 10:55,n-l-sl,21274,43,18345735,-50099.3,-0.27,0,0.00,-50097.15,-0.27,4026343.8,40.26
442,Entry long,2024-09-19 10:40,NL,21332.25,43,18345735,-50099.3,-0.27,0,0.00,-50097.15,-0.27,4026343.8,40.26
443,Exit long,2024-09-19 10:55,n-l-sl,21274,43,18345735,-50099.3,-0.27,0,0.00,-50097.15,-0.27,3976246.5,39.76
443,Entry long,2024-09-19 10:40,NL,21332.25,43,18345735,-50099.3,-0.27,0,0.00,-50097.15,-0.27,3976246.5,39.76
444,Exit short,2024-09-20 12:20,n-s-sl,21218,41,17349560,-49204.1,-0.28,18037.95,0.10,-49202.05,-0.28,3927040.2,39.27
444,Entry short,2024-09-20 11:35,NS,21158,41,17349560,-49204.1,-0.28,18037.95,0.10,-49202.05,-0.28,3927040.2,39.27
445,Exit short,2024-09-20 12:20,n-s-sl,21218,42,17772720,-50404.2,-0.28,18477.9,0.10,-50402.1,-0.28,3876638.2,38.77
445,Entry short,2024-09-20 11:35,NS,21158,42,17772720,-50404.2,-0.28,18477.9,0.10,-50402.1,-0.28,3876638.2,38.77
446,Exit long,2024-09-23 13:00,n-l-sl,21238,43,18314775,-50099.3,-0.27,3007.85,0.02,-50097.15,-0.27,3826536.8,38.27
446,Entry long,2024-09-23 12:05,NL,21296.25,43,18314775,-50099.3,-0.27,3007.85,0.02,-50097.15,-0.27,3826536.8,38.27
447,Exit long,2024-09-23 13:00,n-l-sl,21238,43,18314775,-50099.3,-0.27,3007.85,0.02,-50097.15,-0.27,3776439.5,37.76
447,Entry long,2024-09-23 12:05,NL,21296.25,43,18314775,-50099.3,-0.27,3007.85,0.02,-50097.15,-0.27,3776439.5,37.76
448,Exit short,2024-09-23 21:05,a-s-sl,21279.5,133,56553595,-49888.3,-0.09,5978.35,0.01,-49881.65,-0.09,3726544.8,37.27
448,Entry short,2024-09-23 20:50,AS,21260.75,133,56553595,-49888.3,-0.09,5978.35,0.01,-49881.65,-0.09,3726544.8,37.27
449,Exit short,2024-09-23 21:05,a-s-sl,21279.5,133,56553595,-49888.3,-0.09,5978.35,0.01,-49881.65,-0.09,3676663,36.77
449,Entry short,2024-09-23 20:50,AS,21260.75,133,56553595,-49888.3,-0.09,5978.35,0.01,-49881.65,-0.09,3676663,36.77
450,Exit short,2024-09-24 10:40,n-s-tp1,21161.75,44,18684160,61815.6,0.33,61817.8,0.33,-4622.2,-0.02,3738476.5,37.38
450,Entry short,2024-09-24 10:15,NS,21232,44,18684160,61815.6,0.33,61817.8,0.33,-4622.2,-0.02,3738476.5,37.38
451,Exit short,2024-09-24 10:45,n-s-be,21231,44,18684160,875.6,0.00,64897.8,0.35,-4622.2,-0.02,3739354.2,37.39
451,Entry short,2024-09-24 10:15,NS,21232,44,18684160,875.6,0.00,64897.8,0.35,-4622.2,-0.02,3739354.2,37.39
452,Exit short,2024-09-24 23:00,a-s-tp1,21317.75,136,58046840,62546.4,0.11,62553.2,0.11,-7486.8,-0.01,3801893.8,38.02
452,Entry short,2024-09-24 21:40,AS,21340.75,136,58046840,62546.4,0.11,62553.2,0.11,-7486.8,-0.01,3801893.8,38.02
453,Exit short,2024-09-24 23:20,a-s-be,21339.75,136,58046840,2706.4,0.00,71393.2,0.12,-7486.8,-0.01,3804607,38.05
453,Entry short,2024-09-24 21:40,AS,21340.75,136,58046840,2706.4,0.00,71393.2,0.12,-7486.8,-0.01,3804607,38.05
454,Exit long,2024-09-25 13:00,n-l-sl,21373.75,45,19285875,-49504.5,-0.26,23622.75,0.12,-49502.25,-0.26,3755100.2,37.55
454,Entry long,2024-09-25 10:30,NL,21428.75,45,19285875,-49504.5,-0.26,23622.75,0.12,-49502.25,-0.26,3755100.2,37.55
455,Exit long,2024-09-25 13:00,n-l-sl,21373.75,45,19285875,-49504.5,-0.26,23622.75,0.12,-49502.25,-0.26,3705598,37.06
455,Entry long,2024-09-25 10:30,NL,21428.75,45,19285875,-49504.5,-0.26,23622.75,0.12,-49502.25,-0.26,3705598,37.06
456,Exit long,2024-09-25 22:50,a-l-tp1,21537.25,140,60242000,62286,0.10,62293,0.10,-7,0.00,3767877,37.68
456,Entry long,2024-09-25 22:15,AL,21515,140,60242000,62286,0.10,62293,0.10,-7,0.00,3767877,37.68
457,Exit long,2024-09-25 23:35,a-l-tp2,21559.5,141,60672300,125475.9,0.21,125482.95,0.21,-7.05,0.00,3893360,38.93
457,Entry long,2024-09-25 22:15,AL,21515,141,60672300,125475.9,0.21,125482.95,0.21,-7.05,0.00,3893360,38.93
458,Exit short,2024-09-26 10:45,n-s-tp1,21491.5,46,19842330,70145.4,0.35,70147.7,0.35,-1842.3,-0.01,3963503,39.64
458,Entry short,2024-09-26 10:35,NS,21567.75,46,19842330,70145.4,0.35,70147.7,0.35,-1842.3,-0.01,3963503,39.64
459,Exit short,2024-09-26 10:55,n-s-tp2,21425,47,20273685,134180.3,0.66,134182.66,0.66,-1882.35,-0.01,4097685.5,40.98
459,Entry short,2024-09-26 10:35,NS,21567.75,47,20273685,134180.3,0.66,134182.66,0.66,-1882.35,-0.01,4097685.5,40.98
460,Exit short,2024-10-01 10:05,n-s-tp1,21186.75,49,20825000,61980.1,0.30,61982.55,0.30,-32832.45,-0.16,4159663.2,41.60
460,Entry short,2024-10-01 10:00,NS,21250,49,20825000,61980.1,0.30,61982.55,0.30,-32832.45,-0.16,4159663.2,41.60
461,Exit short,2024-10-01 10:15,n-s-tp2,21123.5,49,20825000,123965.1,0.60,123967.55,0.60,-32832.45,-0.16,4283631,42.84
461,Entry short,2024-10-01 10:00,NS,21250,49,20825000,123965.1,0.60,123967.55,0.60,-32832.45,-0.16,4283631,42.84
462,Exit long,2024-10-01 22:05,a-l-tp1,21201,142,60141970,68855.8,0.11,68862.9,0.11,-2137.1,0.00,4352479.5,43.52
462,Entry long,2024-10-01 21:40,AL,21176.75,142,60141970,68855.8,0.11,68862.9,0.11,-2137.1,0.00,4352479.5,43.52
463,Exit long,2024-10-01 22:25,a-l-be,21177.75,143,60565505,2845.7,0.00,70062.85,0.12,-2152.15,0.00,4355332.5,43.55
463,Entry long,2024-10-01 21:40,AL,21176.75,143,60565505,2845.7,0.00,70062.85,0.12,-2152.15,0.00,4355332.5,43.55
464,Exit long,2024-10-03 10:20,n-l-sl,21175.75,48,20378160,-49444.8,-0.24,49197.6,0.24,-49442.4,-0.24,4305885,43.06
464,Entry long,2024-10-03 10:10,NL,21227.25,48,20378160,-49444.8,-0.24,49197.6,0.24,-49442.4,-0.24,4305885,43.06
465,Exit long,2024-10-03 10:20,n-l-sl,21175.75,49,20802705,-50474.9,-0.24,50222.55,0.24,-50472.45,-0.24,4255412.5,42.55
465,Entry long,2024-10-03 10:10,NL,21227.25,49,20802705,-50474.9,-0.24,50222.55,0.24,-50472.45,-0.24,4255412.5,42.55
466,Exit long,2024-10-03 21:40,a-l-tp1,21224.75,148,62746080,79165.2,0.13,79172.6,0.13,-8147.4,-0.01,4334570.5,43.35
466,Entry long,2024-10-03 21:30,AL,21198,148,62746080,79165.2,0.13,79172.6,0.13,-8147.4,-0.01,4334570.5,43.35
467,Exit long,2024-10-03 21:45,a-l-tp2,21245.75,148,62746080,141325.2,0.23,141332.6,0.23,-8147.4,-0.01,4475903,44.76
467,Entry long,2024-10-03 21:30,AL,21198,148,62746080,141325.2,0.23,141332.6,0.23,-8147.4,-0.01,4475903,44.76
468,Exit short,2024-10-04 11:15,n-s-tp1,21299,49,20935005,61980.1,0.30,61982.55,0.30,-3432.45,-0.02,4537880.5,45.38
468,Entry short,2024-10-04 11:05,NS,21362.25,49,20935005,61980.1,0.30,61982.55,0.30,-3432.45,-0.02,4537880.5,45.38
469,Exit short,2024-10-04 12:35,n-s-be,21361.25,49,20935005,975.1,0.00,120292.55,0.57,-3432.45,-0.02,4538858,45.39
469,Entry short,2024-10-04 11:05,NS,21362.25,49,20935005,975.1,0.00,120292.55,0.57,-3432.45,-0.02,4538858,45.39
470,Exit long,2024-10-06 21:40,a-l-tp1,21466.5,148,63465360,75465.2,0.12,75472.6,0.12,-7.4,0.00,4614316,46.14
470,Entry long,2024-10-06 21:25,AL,21441,148,63465360,75465.2,0.12,75472.6,0.12,-7.4,0.00,4614316,46.14
471,Exit long,2024-10-06 21:45,a-l-be,21442,149,63894180,2965.1,0.00,83432.55,0.13,-7.45,0.00,4617288.5,46.17
471,Entry long,2024-10-06 21:25,AL,21441,149,63894180,2965.1,0.00,83432.55,0.13,-7.45,0.00,4617288.5,46.17
472,Exit short,2024-10-08 23:00,a-s-tp1,21441,146,62670500,62765.4,0.10,62772.7,0.10,-18257.3,-0.03,4680046.5,46.80
472,Entry short,2024-10-08 22:15,AS,21462.5,146,62670500,62765.4,0.10,62772.7,0.10,-18257.3,-0.03,4680046.5,46.80
473,Exit short,2024-10-09 02:15,a-s-tp2,21419.75,146,62670500,124815.4,0.20,124822.7,0.20,-18257.3,-0.03,4804869.5,48.05
473,Entry short,2024-10-08 22:15,AS,21462.5,146,62670500,124815.4,0.20,124822.7,0.20,-18257.3,-0.03,4804869.5,48.05
474,Exit long,2024-10-11 11:55,n-l-tp1,21676,50,21614250,61745,0.29,61747.5,0.29,-18002.5,-0.08,4866611.5,48.67
474,Entry long,2024-10-11 10:45,NL,21614.25,50,21614250,61745,0.29,61747.5,0.29,-18002.5,-0.08,4866611.5,48.67
475,Exit long,2024-10-11 12:45,n-l-be,21615.25,51,22046535,1014.9,0.00,64257.45,0.29,-18362.55,-0.08,4867629,48.68
475,Entry long,2024-10-11 10:45,NL,21614.25,51,22046535,1014.9,0.00,64257.45,0.29,-18362.55,-0.08,4867629,48.68
476,Exit short,2024-10-13 22:00,a-s-tp1,21595.5,157,67881305,71419.3,0.11,71427.15,0.11,-19632.85,-0.03,4939040.5,49.39
476,Entry short,2024-10-13 21:10,AS,21618.25,157,67881305,71419.3,0.11,71427.15,0.11,-19632.85,-0.03,4939040.5,49.39
477,Exit short,2024-10-13 23:05,a-s-be,21617.25,157,67881305,3124.3,0.00,93407.15,0.14,-19632.85,-0.03,4942173,49.42
477,Entry short,2024-10-13 21:10,AS,21618.25,157,67881305,3124.3,0.00,93407.15,0.14,-19632.85,-0.03,4942173,49.42
478,Exit long,2024-10-14 10:50,n-l-sl,21790.25,52,22711520,-49665.2,-0.22,17157.4,0.08,-49662.6,-0.22,4892505,48.93
478,Entry long,2024-10-14 10:10,NL,21838,52,22711520,-49665.2,-0.22,17157.4,0.08,-49662.6,-0.22,4892505,48.93
479,Exit long,2024-10-14 10:50,n-l-sl,21790.25,52,22711520,-49665.2,-0.22,17157.4,0.08,-49662.6,-0.22,4842842.5,48.43
479,Entry long,2024-10-14 10:10,NL,21838,52,22711520,-49665.2,-0.22,17157.4,0.08,-49662.6,-0.22,4842842.5,48.43
480,Exit short,2024-10-14 21:35,a-s-sl,21830.25,158,68933030,-50575.8,-0.07,22902.1,0.03,-50567.9,-0.07,4792258.5,47.92
480,Entry short,2024-10-14 21:00,AS,21814.25,158,68933030,-50575.8,-0.07,22902.1,0.03,-50567.9,-0.07,4792258.5,47.92
481,Exit short,2024-10-14 21:35,a-s-sl,21830.25,158,68933030,-50575.8,-0.07,22902.1,0.03,-50567.9,-0.07,4741691,47.42
481,Entry short,2024-10-14 21:00,AS,21814.25,158,68933030,-50575.8,-0.07,22902.1,0.03,-50567.9,-0.07,4741691,47.42
482,Exit short,2024-10-17 23:50,a-s-tp1,21563.75,159,68635530,62789.1,0.09,62797.05,0.09,-43732.95,-0.06,4804472,48.04
482,Entry short,2024-10-17 21:40,AS,21583.5,159,68635530,62789.1,0.09,62797.05,0.09,-43732.95,-0.06,4804472,48.04
483,Exit short,2024-10-18 00:35,a-s-be,21582.5,159,68635530,3164.1,0.00,82672.05,0.12,-43732.95,-0.06,4807644,48.08
483,Entry short,2024-10-17 21:40,AS,21583.5,159,68635530,3164.1,0.00,82672.05,0.12,-43732.95,-0.06,4807644,48.08
484,Exit short,2024-10-21 11:50,n-s-sl,21654.5,54,23337180,-49685.4,-0.21,15657.3,0.07,-49682.7,-0.21,4757956,47.58
484,Entry short,2024-10-21 11:40,NS,21608.5,54,23337180,-49685.4,-0.21,15657.3,0.07,-49682.7,-0.21,4757956,47.58
485,Exit short,2024-10-21 11:50,n-s-sl,21654.5,54,23337180,-49685.4,-0.21,15657.3,0.07,-49682.7,-0.21,4708273,47.08
485,Entry short,2024-10-21 11:40,NS,21608.5,54,23337180,-49685.4,-0.21,15657.3,0.07,-49682.7,-0.21,4708273,47.08
486,Exit long,2024-10-22 12:25,n-l-sl,21639,55,23852400,-49505.5,-0.21,36572.25,0.15,-49502.75,-0.21,4658765,46.59
486,Entry long,2024-10-22 10:20,NL,21684,55,23852400,-49505.5,-0.21,36572.25,0.15,-49502.75,-0.21,4658765,46.59
487,Exit long,2024-10-22 12:25,n-l-sl,21639,56,24286080,-50405.6,-0.21,37237.2,0.15,-50402.8,-0.21,4608362,46.08
487,Entry long,2024-10-22 10:20,NL,21684,56,24286080,-50405.6,-0.21,37237.2,0.15,-50402.8,-0.21,4608362,46.08
488,Exit short,2024-10-23 10:30,n-s-sl,21645.25,56,24198720,-43965.6,-0.18,41157.2,0.17,-43962.8,-0.18,4564393.5,45.64
488,Entry short,2024-10-23 10:10,NS,21606,56,24198720,-43965.6,-0.18,41157.2,0.17,-43962.8,-0.18,4564393.5,45.64
489,Exit short,2024-10-23 10:30,n-s-sl,21645.25,56,24198720,-43965.6,-0.18,41157.2,0.17,-43962.8,-0.18,4520431,45.20
489,Entry short,2024-10-23 10:10,NS,21606,56,24198720,-43965.6,-0.18,41157.2,0.17,-43962.8,-0.18,4520431,45.20
490,Exit short,2024-10-24 12:30,n-s-sl,21561,54,23255370,-30515.4,-0.13,71007.3,0.31,-30512.7,-0.13,4489913,44.90
490,Entry short,2024-10-24 11:55,NS,21532.75,54,23255370,-30515.4,-0.13,71007.3,0.31,-30512.7,-0.13,4489913,44.90
491,Exit short,2024-10-24 12:30,n-s-sl,21561,54,23255370,-30515.4,-0.13,71007.3,0.31,-30512.7,-0.13,4459400,44.59
491,Entry short,2024-10-24 11:55,NS,21532.75,54,23255370,-30515.4,-0.13,71007.3,0.31,-30512.7,-0.13,4459400,44.59
492,Exit long,2024-10-24 23:10,a-l-sl,21592.75,168,72602040,-50416.8,-0.07,24351.6,0.03,-50408.4,-0.07,4408975,44.09
492,Entry long,2024-10-24 22:30,AL,21607.75,168,72602040,-50416.8,-0.07,24351.6,0.03,-50408.4,-0.07,4408975,44.09
493,Exit long,2024-10-24 23:10,a-l-sl,21592.75,168,72602040,-50416.8,-0.07,24351.6,0.03,-50408.4,-0.07,4358566.5,43.59
493,Entry long,2024-10-24 22:30,AL,21607.75,168,72602040,-50416.8,-0.07,24351.6,0.03,-50408.4,-0.07,4358566.5,43.59
494,Exit long,2024-10-25 13:20,n-l-sl,21773.25,56,24436160,-50125.6,-0.21,58237.2,0.24,-50122.8,-0.21,4308438,43.08
494,Entry long,2024-10-25 11:50,NL,21818,56,24436160,-50125.6,-0.21,58237.2,0.24,-50122.8,-0.21,4308438,43.08
495,Exit long,2024-10-25 13:20,n-l-sl,21773.25,56,24436160,-50125.6,-0.21,58237.2,0.24,-50122.8,-0.21,4258315.5,42.58
495,Entry long,2024-10-25 11:50,NL,21818,56,24436160,-50125.6,-0.21,58237.2,0.24,-50122.8,-0.21,4258315.5,42.58
496,Exit short,2024-10-28 15:50,ny-eod-flat,21722.25,110,47878600,89639,0.19,123744.5,0.26,-5505.5,-0.01,4347954.5,43.48
496,Entry short,2024-10-28 12:40,NS,21763,110,47878600,89639,0.19,123744.5,0.26,-5505.5,-0.01,4347954.5,43.48
497,Exit long,2024-10-30 22:20,a-l-sl,21634,168,72740640,-50416.8,-0.07,16791.6,0.02,-50408.4,-0.07,4297529,42.98
497,Entry long,2024-10-30 21:50,AL,21649,168,72740640,-50416.8,-0.07,16791.6,0.02,-50408.4,-0.07,4297529,42.98
498,Exit long,2024-10-30 22:20,a-l-sl,21634,168,72740640,-50416.8,-0.07,16791.6,0.02,-50408.4,-0.07,4247120.5,42.47
498,Entry long,2024-10-30 21:50,AL,21649,168,72740640,-50416.8,-0.07,16791.6,0.02,-50408.4,-0.07,4247120.5,42.47
499,Exit short,2024-10-31 10:30,n-s-tp1,21335.25,56,23957920,62434.4,0.26,62437.2,0.26,-17362.8,-0.07,4309552.5,43.10
499,Entry short,2024-10-31 10:15,NS,21391,56,23957920,62434.4,0.26,62437.2,0.26,-17362.8,-0.07,4309552.5,43.10
500,Exit short,2024-10-31 10:50,n-s-tp2,21279.5,56,23957920,124874.4,0.52,124877.2,0.52,-17362.8,-0.07,4434429.5,44.34
500,Entry short,2024-10-31 10:15,NS,21391,56,23957920,124874.4,0.52,124877.2,0.52,-17362.8,-0.07,4434429.5,44.34
501,Exit short,2024-10-31 22:25,a-s-sl,21263.25,160,67992000,-50416,-0.07,5592,0.01,-50408,-0.07,4384005.5,43.84
501,Entry short,2024-10-31 22:20,AS,21247.5,160,67992000,-50416,-0.07,5592,0.01,-50408,-0.07,4384005.5,43.84
502,Exit short,2024-10-31 22:25,a-s-sl,21263.25,160,67992000,-50416,-0.07,5592,0.01,-50408,-0.07,4333597.5,43.34
502,Entry short,2024-10-31 22:20,AS,21247.5,160,67992000,-50416,-0.07,5592,0.01,-50408,-0.07,4333597.5,43.34
503,Exit long,2024-11-01 10:45,n-l-sl,21368,53,22699635,-49560.3,-0.22,4767.35,0.02,-49557.65,-0.22,4284034.5,42.84
503,Entry long,2024-11-01 10:40,NL,21414.75,53,22699635,-49560.3,-0.22,4767.35,0.02,-49557.65,-0.22,4284034.5,42.84
504,Exit long,2024-11-01 10:45,n-l-sl,21368,53,22699635,-49560.3,-0.22,4767.35,0.02,-49557.65,-0.22,4234477,42.34
504,Entry long,2024-11-01 10:40,NL,21414.75,53,22699635,-49560.3,-0.22,4767.35,0.02,-49557.65,-0.22,4234477,42.34
505,Exit long,2024-11-04 11:40,n-l-sl,21313.25,53,22641335,-49295.3,-0.22,5562.35,0.02,-49292.65,-0.22,4185179,41.85
505,Entry long,2024-11-04 11:30,NL,21359.75,53,22641335,-49295.3,-0.22,5562.35,0.02,-49292.65,-0.22,4185179,41.85
506,Exit long,2024-11-04 11:40,n-l-sl,21313.25,54,23068530,-50225.4,-0.22,5667.3,0.02,-50222.7,-0.22,4134956.2,41.35
506,Entry long,2024-11-04 11:30,NL,21359.75,54,23068530,-50225.4,-0.22,5667.3,0.02,-50222.7,-0.22,4134956.2,41.35
507,Exit long,2024-11-04 21:10,a-l-sl,21287.25,164,69872200,-50036.4,-0.07,6551.8,0.01,-50028.2,-0.07,4084911.5,40.85
507,Entry long,2024-11-04 21:00,AL,21302.5,164,69872200,-50036.4,-0.07,6551.8,0.01,-50028.2,-0.07,4084911.5,40.85
508,Exit long,2024-11-04 21:10,a-l-sl,21287.25,165,70298250,-50341.5,-0.07,6591.75,0.01,-50333.25,-0.07,4034578.2,40.35
