Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
634,Entry short,2025-01-27 21:05,AS,22186.25,59,26179775,-12100.9,-0.05,0,0.00,-21832.95,-0.08,3202015.2,64.04
635,Exit long,2025-01-28 12:05,n-l-tp1,22421.25,19,8487585,32488.1,0.38,32489.05,0.38,-14820.95,-0.17,3234502.5,64.69
635,Entry long,2025-01-28 10:30,NL,22335.75,19,8487585,32488.1,0.38,32489.05,0.38,-14820.95,-0.17,3234502.5,64.69
636,Exit long,2025-01-28 14:35,n-l-tp2,22500.5,20,8934300,65898,0.74,65899,0.74,-15601,-0.17,3300401.5,66.01
636,Entry long,2025-01-28 10:30,NL,22335.75,20,8934300,65898,0.74,65899,0.74,-15601,-0.17,3300401.5,66.01
637,Exit long,2025-01-28 23:00,a-l-tp1,22507.25,58,26077380,31024.2,0.12,31027.1,0.12,-15082.9,-0.06,3331422.8,66.63
637,Entry long,2025-01-28 22:05,AL,22480.5,58,26077380,31024.2,0.12,31027.1,0.12,-15082.9,-0.06,3331422.8,66.63
638,Exit long,2025-01-29 01:00,a-l-tp2,22533.75,59,26526990,62829.1,0.24,62832.05,0.24,-15342.95,-0.06,3394254.8,67.89
638,Entry long,2025-01-28 22:05,AL,22480.5,59,26526990,62829.1,0.24,62832.05,0.24,-15342.95,-0.06,3394254.8,67.89
639,Exit long,2025-01-30 10:00,n-l-sl,22507,19,8581635,-28976.9,-0.34,854.05,0.01,-41895.95,-0.49,3365276.8,67.31
639,Entry long,2025-01-30 09:55,NL,22583.25,19,8581635,-28976.9,-0.34,854.05,0.01,-41895.95,-0.49,3365276.8,67.31
640,Exit long,2025-01-30 10:00,n-l-sl,22507,20,9033300,-30502,-0.34,899,0.01,-44101,-0.49,3334775.8,66.70
640,Entry long,2025-01-30 09:55,NL,22583.25,20,9033300,-30502,-0.34,899,0.01,-44101,-0.49,3334775.8,66.70
641,Exit long,2025-01-31 13:15,n-l-sl,22766.75,20,9127000,-20302,-0.22,23099,0.25,-20301,-0.22,3314472.8,66.29
641,Entry long,2025-01-31 10:40,NL,22817.5,20,9127000,-20302,-0.22,23099,0.25,-20301,-0.22,3314472.8,66.29
642,Exit long,2025-01-31 13:15,n-l-sl,22766.75,20,9127000,-20302,-0.22,23099,0.25,-20301,-0.22,3294171.8,65.88
642,Entry long,2025-01-31 10:40,NL,22817.5,20,9127000,-20302,-0.22,23099,0.25,-20301,-0.22,3294171.8,65.88
643,Exit long,2025-02-02 20:40,a-l-sl,22012.25,60,26439600,-24906,-0.09,18897,0.07,-24903,-0.09,3269262.8,65.39
643,Entry long,2025-02-02 20:35,AL,22033,60,26439600,-24906,-0.09,18897,0.07,-24903,-0.09,3269262.8,65.39
644,Exit long,2025-02-02 20:40,a-l-sl,22012.25,60,26439600,-24906,-0.09,18897,0.07,-24903,-0.09,3244359.8,64.89
644,Entry long,2025-02-02 20:35,AL,22033,60,26439600,-24906,-0.09,18897,0.07,-24903,-0.09,3244359.8,64.89
645,Exit short,2025-02-03 10:25,n-s-sl,22261.5,20,8889000,-15602,-0.18,13499,0.15,-19701,-0.22,3228756.8,64.58
645,Entry short,2025-02-03 10:20,NS,22222.5,20,8889000,-15602,-0.18,13499,0.15,-19701,-0.22,3228756.8,64.58
646,Exit short,2025-02-03 10:25,n-s-sl,22261.5,20,8889000,-15602,-0.18,13499,0.15,-19701,-0.22,3213155.8,64.26
646,Entry short,2025-02-03 10:20,NS,22222.5,20,8889000,-15602,-0.18,13499,0.15,-19701,-0.22,3213155.8,64.26
647,Exit short,2025-02-03 23:10,a-s-sl,22375,58,25931800,-23205.8,-0.09,287.1,0.00,-23202.9,-0.09,3189947,63.80
647,Entry short,2025-02-03 22:50,AS,22355,58,25931800,-23205.8,-0.09,287.1,0.00,-23202.9,-0.09,3189947,63.80
648,Exit short,2025-02-03 23:10,a-s-sl,22375,58,25931800,-23205.8,-0.09,287.1,0.00,-23202.9,-0.09,3166744.2,63.33
648,Entry short,2025-02-03 22:50,AS,22355,58,25931800,-23205.8,-0.09,287.1,0.00,-23202.9,-0.09,3166744.2,63.33
649,Exit long,2025-02-06 10:45,n-l-sl,22655.5,19,8633410,-24321.9,-0.28,9784.05,0.11,-24320.95,-0.28,3142421.2,62.85
649,Entry long,2025-02-06 10:20,NL,22719.5,19,8633410,-24321.9,-0.28,9784.05,0.11,-24320.95,-0.28,3142421.2,62.85
650,Exit long,2025-02-06 10:45,n-l-sl,22655.5,20,9087800,-25602,-0.28,10299,0.11,-25601,-0.28,3116820.2,62.34
650,Entry long,2025-02-06 10:20,NL,22719.5,20,9087800,-25602,-0.28,10299,0.11,-25601,-0.28,3116820.2,62.34
651,Exit long,2025-02-06 22:40,a-l-sl,22776.75,61,27812645,-25016.1,-0.09,13721.95,0.05,-25013.05,-0.09,3091801.2,61.84
651,Entry long,2025-02-06 20:55,AL,22797.25,61,27812645,-25016.1,-0.09,13721.95,0.05,-25013.05,-0.09,3091801.2,61.84
652,Exit long,2025-02-06 22:40,a-l-sl,22776.75,61,27812645,-25016.1,-0.09,13721.95,0.05,-25013.05,-0.09,3066788,61.34
652,Entry long,2025-02-06 20:55,AL,22797.25,61,27812645,-25016.1,-0.09,13721.95,0.05,-25013.05,-0.09,3066788,61.34
653,Exit short,2025-02-07 10:50,n-s-tp1,22628,20,9081900,30698,0.34,30699,0.34,-3401,-0.04,3097485,61.95
653,Entry short,2025-02-07 10:35,NS,22704.75,20,9081900,30698,0.34,30699,0.34,-3401,-0.04,3097485,61.95
654,Exit short,2025-02-07 10:50,n-s-tp2,22551.5,20,9081900,61298,0.67,61299,0.67,-3401,-0.04,3158784,63.18
654,Entry short,2025-02-07 10:35,NS,22704.75,20,9081900,61298,0.67,61299,0.67,-3401,-0.04,3158784,63.18
655,Exit long,2025-02-11 12:00,n-l-sl,22677.25,20,9095800,-24902,-0.27,16499,0.18,-24901,-0.27,3133881,62.68
655,Entry long,2025-02-11 10:40,NL,22739.5,20,9095800,-24902,-0.27,16499,0.18,-24901,-0.27,3133881,62.68
656,Exit long,2025-02-11 12:00,n-l-sl,22677.25,20,9095800,-24902,-0.27,16499,0.18,-24901,-0.27,3108980,62.18
656,Entry long,2025-02-11 10:40,NL,22739.5,20,9095800,-24902,-0.27,16499,0.18,-24901,-0.27,3108980,62.18
657,Exit long,2025-02-11 22:30,a-l-sl,22708,62,28182720,-24806.2,-0.09,8676.9,0.03,-24803.1,-0.09,3084170.8,61.68
657,Entry long,2025-02-11 21:05,AL,22728,62,28182720,-24806.2,-0.09,8676.9,0.03,-24803.1,-0.09,3084170.8,61.68
658,Exit long,2025-02-11 22:30,a-l-sl,22708,63,28637280,-25206.3,-0.09,8816.85,0.03,-25203.15,-0.09,3058967.5,61.18
658,Entry long,2025-02-11 21:05,AL,22728,63,28637280,-25206.3,-0.09,8816.85,0.03,-25203.15,-0.09,3058967.5,61.18
659,Exit long,2025-02-12 11:55,n-l-tp1,22669.25,20,9037800,29898,0.33,29899,0.33,-15701,-0.17,3088864.5,61.78
659,Entry long,2025-02-12 10:45,NL,22594.5,20,9037800,29898,0.33,29899,0.33,-15701,-0.17,3088864.5,61.78
660,Exit long,2025-02-12 14:45,n-l-tp2,22744,21,9489690,62787.9,0.66,62788.95,0.66,-16486.05,-0.17,3151653.5,63.03
660,Entry long,2025-02-12 10:45,NL,22594.5,21,9489690,62787.9,0.66,62788.95,0.66,-16486.05,-0.17,3151653.5,63.03
661,Exit long,2025-02-12 21:05,a-l-sl,22790,63,28740600,-25206.3,-0.09,5351.85,0.02,-25203.15,-0.09,3126444,62.53
661,Entry long,2025-02-12 20:45,AL,22810,63,28740600,-25206.3,-0.09,5351.85,0.02,-25203.15,-0.09,3126444,62.53
662,Exit long,2025-02-12 21:05,a-l-sl,22790,63,28740600,-25206.3,-0.09,5351.85,0.02,-25203.15,-0.09,3101241,62.02
662,Entry long,2025-02-12 20:45,AL,22810,63,28740600,-25206.3,-0.09,5351.85,0.02,-25203.15,-0.09,3101241,62.02
663,Exit long,2025-02-13 10:40,n-l-tp1,22955.5,21,9610125,31182.9,0.32,31183.95,0.32,-526.05,-0.01,3132422.8,62.65
663,Entry long,2025-02-13 10:30,NL,22881.25,21,9610125,31182.9,0.32,31183.95,0.32,-526.05,-0.01,3132422.8,62.65
664,Exit long,2025-02-13 11:55,n-l-be,22882.25,21,9610125,417.9,0.00,36013.95,0.37,-526.05,-0.01,3132841.8,62.66
664,Entry long,2025-02-13 10:30,NL,22881.25,21,9610125,417.9,0.00,36013.95,0.37,-526.05,-0.01,3132841.8,62.66
665,Exit long,2025-02-14 15:50,n-l-tp1,23125,21,9675330,37167.9,0.38,37168.95,0.38,-14806.05,-0.15,3170008.5,63.40
665,Entry long,2025-02-14 10:15,NL,23036.5,21,9675330,37167.9,0.38,37168.95,0.38,-14806.05,-0.15,3170008.5,63.40
666,Exit long,2025-02-14 15:50,ny-eod-flat,23123.5,21,9675330,36537.9,0.38,41053.95,0.42,-14806.05,-0.15,3206547.5,64.13
666,Entry long,2025-02-14 10:15,NL,23036.5,21,9675330,36537.9,0.38,41053.95,0.42,-14806.05,-0.15,3206547.5,64.13
667,Exit long,2025-02-16 21:55,a-l-tp1,23178.25,66,30563940,31343.4,0.10,31346.7,0.10,-3963.3,-0.01,3237887.5,64.76
667,Entry long,2025-02-16 20:45,AL,23154.5,66,30563940,31343.4,0.10,31346.7,0.10,-3963.3,-0.01,3237887.5,64.76
668,Exit long,2025-02-17 02:40,a-l-be,23155.5,66,30563940,1313.4,0.00,48176.7,0.16,-3963.3,-0.01,3239204.2,64.78
668,Entry long,2025-02-16 20:45,AL,23154.5,66,30563940,1313.4,0.00,48176.7,0.16,-3963.3,-0.01,3239204.2,64.78
669,Exit short,2025-02-18 14:05,n-s-tp1,23029,22,10164000,31237.8,0.31,31238.9,0.31,-6711.1,-0.07,3270441,65.41
669,Entry short,2025-02-18 12:10,NS,23100,22,10164000,31237.8,0.31,31238.9,0.31,-6711.1,-0.07,3270441,65.41
670,Exit short,2025-02-18 15:50,n-s-be,23099,22,10164000,437.8,0.00,38718.9,0.38,-6711.1,-0.07,3270880,65.42
670,Entry short,2025-02-18 12:10,NS,23100,22,10164000,437.8,0.00,38718.9,0.38,-6711.1,-0.07,3270880,65.42
671,Exit short,2025-02-19 10:45,n-s-sl,23116.5,22,10146950,-24312.2,-0.24,9788.9,0.10,-24311.1,-0.24,3246566.5,64.93
671,Entry short,2025-02-19 10:15,NS,23061.25,22,10146950,-24312.2,-0.24,9788.9,0.10,-24311.1,-0.24,3246566.5,64.93
672,Exit short,2025-02-19 10:45,n-s-sl,23116.5,23,10608175,-25417.3,-0.24,10233.85,0.10,-25416.15,-0.24,3221150.5,64.42
672,Entry short,2025-02-19 10:15,NS,23061.25,23,10608175,-25417.3,-0.24,10233.85,0.10,-25416.15,-0.24,3221150.5,64.42
673,Exit short,2025-02-23 21:10,a-s-sl,22675.5,68,30820660,-18026.8,-0.06,0,0.00,-18023.4,-0.06,3203120.2,64.06
673,Entry short,2025-02-23 21:00,AS,22662.25,68,30820660,-18026.8,-0.06,0,0.00,-18023.4,-0.06,3203120.2,64.06
674,Exit short,2025-02-23 21:10,a-s-sl,22675.5,68,30820660,-18026.8,-0.06,0,0.00,-18023.4,-0.06,3185096.8,63.70
674,Entry short,2025-02-23 21:00,AS,22662.25,68,30820660,-18026.8,-0.06,0,0.00,-18023.4,-0.06,3185096.8,63.70
675,Exit short,2025-02-24 14:55,n-s-tp1,22454.25,22,9910120,30247.8,0.31,30248.9,0.31,-20571.1,-0.21,3215343.5,64.31
675,Entry short,2025-02-24 11:40,NS,22523,22,9910120,30247.8,0.31,30248.9,0.31,-20571.1,-0.21,3215343.5,64.31
676,Exit short,2025-02-24 15:50,n-s-tp2,22385.5,23,10360580,63247.7,0.61,63248.85,0.61,-21506.15,-0.21,3278592.2,65.57
676,Entry short,2025-02-24 11:40,NS,22523,23,10360580,63247.7,0.61,63248.85,0.61,-21506.15,-0.21,3278592.2,65.57
677,Exit short,2025-02-25 21:20,a-s-sl,22149.5,66,29212260,-25086.6,-0.09,28046.7,0.10,-25083.3,-0.09,3253502.2,65.07
677,Entry short,2025-02-25 20:45,AS,22130.5,66,29212260,-25086.6,-0.09,28046.7,0.10,-25083.3,-0.09,3253502.2,65.07
678,Exit short,2025-02-25 21:20,a-s-sl,22149.5,67,29654870,-25466.7,-0.09,28471.65,0.10,-25463.35,-0.09,3228039,64.56
678,Entry short,2025-02-25 20:45,AS,22130.5,67,29654870,-25466.7,-0.09,28471.65,0.10,-25463.35,-0.09,3228039,64.56
679,Exit long,2025-02-26 12:40,n-l-sl,22215,22,9799460,-24862.2,-0.25,20678.9,0.21,-24861.1,-0.25,3203175.8,64.06
679,Entry long,2025-02-26 11:20,NL,22271.5,22,9799460,-24862.2,-0.25,20678.9,0.21,-24861.1,-0.25,3203175.8,64.06
680,Exit long,2025-02-26 12:40,n-l-sl,22215,22,9799460,-24862.2,-0.25,20678.9,0.21,-24861.1,-0.25,3178314.5,63.57
680,Entry long,2025-02-26 11:20,NL,22271.5,22,9799460,-24862.2,-0.25,20678.9,0.21,-24861.1,-0.25,3178314.5,63.57
681,Exit long,2025-02-26 21:20,a-l-tp1,22098.25,66,29138670,31013.4,0.11,31016.7,0.11,-13203.3,-0.05,3209324.8,64.19
681,Entry long,2025-02-26 21:00,AL,22074.75,66,29138670,31013.4,0.11,31016.7,0.11,-13203.3,-0.05,3209324.8,64.19
682,Exit long,2025-02-26 21:25,a-l-tp2,22121.75,67,29580165,62973.3,0.21,62976.65,0.21,-13403.35,-0.05,3272301.2,65.45
682,Entry long,2025-02-26 21:00,AL,22074.75,67,29580165,62973.3,0.21,62976.65,0.21,-13403.35,-0.05,3272301.2,65.45
683,Exit short,2025-02-27 10:20,n-s-sl,22040.25,22,9672960,-24752.2,-0.26,9458.9,0.10,-24751.1,-0.26,3247548,64.95
683,Entry short,2025-02-27 10:10,NS,21984,22,9672960,-24752.2,-0.26,9458.9,0.10,-24751.1,-0.26,3247548,64.95
684,Exit short,2025-02-27 10:20,n-s-sl,22040.25,22,9672960,-24752.2,-0.26,9458.9,0.10,-24751.1,-0.26,3222797,64.46
684,Entry short,2025-02-27 10:10,NS,21984,22,9672960,-24752.2,-0.26,9458.9,0.10,-24751.1,-0.26,3222797,64.46
685,Exit long,2025-02-28 11:15,n-l-sl,21554.75,20,8646200,-24302,-0.28,27999,0.32,-24301,-0.28,3198493.8,63.97
685,Entry long,2025-02-28 10:35,NL,21615.5,20,8646200,-24302,-0.28,27999,0.32,-24301,-0.28,3198493.8,63.97
686,Exit long,2025-02-28 11:15,n-l-sl,21554.75,21,9078510,-25517.1,-0.28,29398.95,0.32,-25516.05,-0.28,3172977.8,63.46
686,Entry long,2025-02-28 10:35,NL,21615.5,21,9078510,-25517.1,-0.28,29398.95,0.32,-25516.05,-0.28,3172977.8,63.46
687,Exit long,2025-03-02 21:35,a-l-tp1,21856,60,26196300,30894,0.12,30897,0.12,-3903,-0.01,3203868.8,64.08
687,Entry long,2025-03-02 21:30,AL,21830.25,60,26196300,30894,0.12,30897,0.12,-3903,-0.01,3203868.8,64.08
688,Exit long,2025-03-02 22:00,a-l-be,21831.25,61,26632905,1213.9,0.00,42086.95,0.16,-3968.05,-0.01,3205085.8,64.10
688,Entry long,2025-03-02 21:30,AL,21830.25,61,26632905,1213.9,0.00,42086.95,0.16,-3968.05,-0.01,3205085.8,64.10
689,Exit short,2025-03-03 10:30,n-s-sl,21888,20,8730500,-24702,-0.28,14799,0.17,-24701,-0.28,3180382.8,63.61
689,Entry short,2025-03-03 10:20,NS,21826.25,20,8730500,-24702,-0.28,14799,0.17,-24701,-0.28,3180382.8,63.61
690,Exit short,2025-03-03 10:30,n-s-sl,21888,20,8730500,-24702,-0.28,14799,0.17,-24701,-0.28,3155681.8,63.11
690,Entry short,2025-03-03 10:20,NS,21826.25,20,8730500,-24702,-0.28,14799,0.17,-24701,-0.28,3155681.8,63.11
691,Exit short,2025-03-04 10:50,n-s-tp1,21082.75,18,7619400,29608.2,0.39,29609.1,0.39,-2790.9,-0.04,3185289,63.71
691,Entry short,2025-03-04 10:45,NS,21165,18,7619400,29608.2,0.39,29609.1,0.39,-2790.9,-0.04,3185289,63.71
692,Exit short,2025-03-04 11:40,n-s-be,21164,19,8042700,378.1,0.00,55954.05,0.70,-2945.95,-0.04,3185668,63.71
692,Entry short,2025-03-04 10:45,NS,21165,19,8042700,378.1,0.00,55954.05,0.70,-2945.95,-0.04,3185668,63.71
693,Exit short,2025-03-05 11:40,n-s-tp1,21130,18,7637490,30688.2,0.40,30689.1,0.40,-1080.9,-0.01,3216355.2,64.33
693,Entry short,2025-03-05 11:25,NS,21215.25,18,7637490,30688.2,0.40,30689.1,0.40,-1080.9,-0.01,3216355.2,64.33
694,Exit short,2025-03-05 11:55,n-s-be,21214.25,18,7637490,358.2,0.00,32759.1,0.43,-1080.9,-0.01,3216714.5,64.33
694,Entry short,2025-03-05 11:25,NS,21215.25,18,7637490,358.2,0.00,32759.1,0.43,-1080.9,-0.01,3216714.5,64.33
695,Exit long,2025-03-05 21:20,a-l-sl,21507.5,54,23249700,-21605.4,-0.09,1077.3,0.00,-21602.7,-0.09,3195106.2,63.90
695,Entry long,2025-03-05 21:10,AL,21527.5,54,23249700,-21605.4,-0.09,1077.3,0.00,-21602.7,-0.09,3195106.2,63.90
696,Exit long,2025-03-05 21:20,a-l-sl,21507.5,55,23680250,-22005.5,-0.09,1097.25,0.00,-22002.75,-0.09,3173103.5,63.46
696,Entry long,2025-03-05 21:10,AL,21527.5,55,23680250,-22005.5,-0.09,1097.25,0.00,-22002.75,-0.09,3173103.5,63.46
697,Exit long,2025-03-06 11:30,n-l-tp1,21351.25,18,7655490,30958.2,0.40,30959.1,0.40,-2520.9,-0.03,3204060.8,64.08
697,Entry long,2025-03-06 11:25,NL,21265.25,18,7655490,30958.2,0.40,30959.1,0.40,-2520.9,-0.03,3204060.8,64.08
698,Exit long,2025-03-06 11:35,n-l-be,21266.25,18,7655490,358.2,0.00,43739.1,0.57,-2520.9,-0.03,3204420,64.09
698,Entry long,2025-03-06 11:25,NL,21265.25,18,7655490,358.2,0.00,43739.1,0.57,-2520.9,-0.03,3204420,64.09
699,Exit short,2025-03-07 10:45,n-s-sl,20950.5,17,7094100,-29071.7,-0.41,7904.15,0.11,-44625.85,-0.63,3175347.2,63.51
699,Entry short,2025-03-07 10:45,NS,20865,17,7094100,-29071.7,-0.41,7904.15,0.11,-44625.85,-0.63,3175347.2,63.51
700,Exit short,2025-03-07 10:45,n-s-sl,20950.5,18,7511400,-30781.8,-0.41,8369.1,0.11,-47250.9,-0.63,3144566.5,62.89
700,Entry short,2025-03-07 10:45,NS,20865,18,7511400,-30781.8,-0.41,8369.1,0.11,-47250.9,-0.63,3144566.5,62.89
701,Exit long,2025-03-09 21:35,a-l-tp1,21020.5,52,21830380,30934.8,0.14,30937.4,0.14,-7542.6,-0.03,3175498.5,63.51
701,Entry long,2025-03-09 21:15,AL,20990.75,52,21830380,30934.8,0.14,30937.4,0.14,-7542.6,-0.03,3175498.5,63.51
702,Exit long,2025-03-09 22:00,a-l-tp2,21050.25,53,22250195,63064.7,0.28,63067.35,0.28,-7687.65,-0.03,3238566,64.77
702,Entry long,2025-03-09 21:15,AL,20990.75,53,22250195,63064.7,0.28,63067.35,0.28,-7687.65,-0.03,3238566,64.77
703,Exit short,2025-03-10 10:30,n-s-tp1,20556,17,7019385,30343.3,0.43,30344.15,0.43,-4590.85,-0.07,3268908.2,65.38
703,Entry short,2025-03-10 10:15,NS,20645.25,17,7019385,30343.3,0.43,30344.15,0.43,-4590.85,-0.07,3268908.2,65.38
704,Exit short,2025-03-10 10:50,n-s-tp2,20467,18,7432290,64168.2,0.86,64169.1,0.86,-4860.9,-0.07,3333077.5,66.66
704,Entry short,2025-03-10 10:15,NS,20645.25,18,7432290,64168.2,0.86,64169.1,0.86,-4860.9,-0.07,3333077.5,66.66
705,Exit short,2025-03-10 21:55,a-s-tp1,20148.25,49,19776400,31110.1,0.16,31112.55,0.16,-1227.45,-0.01,3364185,67.28
705,Entry short,2025-03-10 21:40,AS,20180,49,19776400,31110.1,0.16,31112.55,0.16,-1227.45,-0.01,3364185,67.28
706,Exit short,2025-03-10 22:00,a-s-be,20179,49,19776400,975.1,0.00,56837.55,0.29,-1227.45,-0.01,3365162.5,67.30
706,Entry short,2025-03-10 21:40,AS,20180,49,19776400,975.1,0.00,56837.55,0.29,-1227.45,-0.01,3365162.5,67.30
707,Exit short,2025-03-11 13:00,n-s-tp1,20193.5,16,6492400,30478.4,0.47,30479.2,0.47,-17360.8,-0.27,3395640.2,67.91
707,Entry short,2025-03-11 12:20,NS,20288.75,16,6492400,30478.4,0.47,30479.2,0.47,-17360.8,-0.27,3395640.2,67.91
708,Exit short,2025-03-11 14:00,n-s-be,20287.75,16,6492400,318.4,0.00,57119.2,0.88,-17360.8,-0.27,3395959.5,67.92
708,Entry short,2025-03-11 12:20,NS,20288.75,16,6492400,318.4,0.00,57119.2,0.88,-17360.8,-0.27,3395959.5,67.92
709,Exit short,2025-03-11 21:45,a-s-sl,20389.75,48,19549440,-24724.8,-0.13,11997.6,0.06,-24722.4,-0.13,3371232.2,67.42
709,Entry short,2025-03-11 20:50,AS,20364,48,19549440,-24724.8,-0.13,11997.6,0.06,-24722.4,-0.13,3371232.2,67.42
710,Exit short,2025-03-11 21:45,a-s-sl,20389.75,49,19956720,-25239.9,-0.13,12247.55,0.06,-25237.45,-0.13,3345994.8,66.92
710,Entry short,2025-03-11 20:50,AS,20364,49,19956720,-25239.9,-0.13,12247.55,0.06,-25237.45,-0.13,3345994.8,66.92
711,Exit short,2025-03-12 10:30,n-s-tp1,20457.25,16,6577040,30718.4,0.47,30719.2,0.47,-5680.8,-0.09,3376712.2,67.53
711,Entry short,2025-03-12 10:25,NS,20553.25,16,6577040,30718.4,0.47,30719.2,0.47,-5680.8,-0.09,3376712.2,67.53
712,Exit short,2025-03-12 11:00,n-s-tp2,20361.5,16,6577040,61358.4,0.93,61359.2,0.93,-5680.8,-0.09,3438071.5,68.76
712,Entry short,2025-03-12 10:25,NS,20553.25,16,6577040,61358.4,0.93,61359.2,0.93,-5680.8,-0.09,3438071.5,68.76
713,Exit short,2025-03-12 22:55,a-s-tp1,20503.5,49,20124300,30865.1,0.15,30867.55,0.15,-17887.45,-0.09,3468934,69.38
713,Entry short,2025-03-12 21:50,AS,20535,49,20124300,30865.1,0.15,30867.55,0.15,-17887.45,-0.09,3468934,69.38
714,Exit short,2025-03-12 23:25,a-s-tp2,20472,50,20535000,62995,0.31,62997.5,0.31,-18252.5,-0.09,3531931.5,70.64
714,Entry short,2025-03-12 21:50,AS,20535,50,20535000,62995,0.31,62997.5,0.31,-18252.5,-0.09,3531931.5,70.64
715,Exit short,2025-03-13 10:15,n-s-sl,20402.25,16,6504560,-24161.6,-0.37,7839.2,0.12,-24160.8,-0.37,3507769.2,70.16
715,Entry short,2025-03-13 10:05,NS,20326.75,16,6504560,-24161.6,-0.37,7839.2,0.12,-24160.8,-0.37,3507769.2,70.16
716,Exit short,2025-03-13 10:15,n-s-sl,20402.25,17,6911095,-25671.7,-0.37,8329.15,0.12,-25670.85,-0.37,3482098.2,69.64
716,Entry short,2025-03-13 10:05,NS,20326.75,17,6911095,-25671.7,-0.37,8329.15,0.12,-25670.85,-0.37,3482098.2,69.64
717,Exit long,2025-03-13 22:50,a-l-tp1,20343.25,49,19905270,31110.1,0.16,31112.55,0.16,-14457.45,-0.07,3513206,70.26
717,Entry long,2025-03-13 20:55,AL,20311.5,49,19905270,31110.1,0.16,31112.55,0.16,-14457.45,-0.07,3513206,70.26
718,Exit long,2025-03-14 02:00,a-l-be,20312.5,50,20311500,995,0.00,57747.5,0.28,-14752.5,-0.07,3514203.5,70.28
718,Entry long,2025-03-13 20:55,AL,20311.5,50,20311500,995,0.00,57747.5,0.28,-14752.5,-0.07,3514203.5,70.28
719,Exit long,2025-03-14 12:50,n-l-tp1,20613.5,16,6566000,30318.4,0.46,30319.2,0.46,-6560.8,-0.10,3544521,70.89
719,Entry long,2025-03-14 11:10,NL,20518.75,16,6566000,30318.4,0.46,30319.2,0.46,-6560.8,-0.10,3544521,70.89
720,Exit long,2025-03-14 15:50,ny-eod-flat,20640,17,6976375,41223.3,0.59,42754.15,0.61,-6970.85,-0.10,3585745,71.71
720,Entry long,2025-03-14 11:10,NL,20518.75,17,6976375,41223.3,0.59,42754.15,0.61,-6970.85,-0.10,3585745,71.71
721,Exit short,2025-03-18 12:10,n-s-sl,20424.75,16,6515520,-20401.6,-0.31,9519.2,0.15,-20400.8,-0.31,3565342.8,71.31
721,Entry short,2025-03-18 11:10,NS,20361,16,6515520,-20401.6,-0.31,9519.2,0.15,-20400.8,-0.31,3565342.8,71.31
722,Exit short,2025-03-18 12:10,n-s-sl,20424.75,17,6922740,-21676.7,-0.31,10114.15,0.15,-21675.85,-0.31,3543666.8,70.87
722,Entry short,2025-03-18 11:10,NS,20361,17,6922740,-21676.7,-0.31,10114.15,0.15,-21675.85,-0.31,3543666.8,70.87
723,Exit long,2025-03-19 11:50,n-l-tp1,20614.25,16,6567040,29518.4,0.45,29519.2,0.45,-9840.8,-0.15,3573184.2,71.46
723,Entry long,2025-03-19 10:40,NL,20522,16,6567040,29518.4,0.45,29519.2,0.45,-9840.8,-0.15,3573184.2,71.46
724,Exit long,2025-03-19 13:10,n-l-be,20523,17,6977480,338.3,0.00,40374.15,0.58,-10455.85,-0.15,3573523.5,71.47
724,Entry long,2025-03-19 10:40,NL,20522,17,6977480,338.3,0.00,40374.15,0.58,-10455.85,-0.15,3573523.5,71.47
725,Exit long,2025-03-19 22:25,a-l-tp1,20773.25,50,20742500,30745,0.15,30747.5,0.15,-14252.5,-0.07,3604266,72.09
725,Entry long,2025-03-19 21:40,AL,20742.5,50,20742500,30745,0.15,30747.5,0.15,-14252.5,-0.07,3604266,72.09
726,Exit long,2025-03-20 03:45,a-l-be,20743.5,51,21157350,1014.9,0.00,54567.45,0.26,-14537.55,-0.07,3605283.5,72.11
726,Entry long,2025-03-19 21:40,AL,20742.5,51,21157350,1014.9,0.00,54567.45,0.26,-14537.55,-0.07,3605283.5,72.11
727,Exit long,2025-03-20 10:25,n-l-tp1,20783.25,16,6621120,29518.4,0.45,29519.2,0.45,-4000.8,-0.06,3634801,72.70
727,Entry long,2025-03-20 10:15,NL,20691,16,6621120,29518.4,0.45,29519.2,0.45,-4000.8,-0.06,3634801,72.70
728,Exit long,2025-03-20 11:30,n-l-be,20692,17,7034940,338.3,0.00,39864.15,0.57,-4250.85,-0.06,3635140,72.70
728,Entry long,2025-03-20 10:15,NL,20691,17,7034940,338.3,0.00,39864.15,0.57,-4250.85,-0.06,3635140,72.70
729,Exit long,2025-03-21 11:25,n-l-sl,20413,17,6965070,-24651.7,-0.35,4164.15,0.06,-24650.85,-0.35,3610487.5,72.21
729,Entry long,2025-03-21 11:10,NL,20485.5,17,6965070,-24651.7,-0.35,4164.15,0.06,-24650.85,-0.35,3610487.5,72.21
730,Exit long,2025-03-21 11:25,n-l-sl,20413,17,6965070,-24651.7,-0.35,4164.15,0.06,-24650.85,-0.35,3585836.8,71.72
730,Entry long,2025-03-21 11:10,NL,20485.5,17,6965070,-24651.7,-0.35,4164.15,0.06,-24650.85,-0.35,3585836.8,71.72
731,Exit long,2025-03-24 15:50,n-l-tp1,21096.5,17,7142465,30343.3,0.42,30344.15,0.42,-9945.85,-0.14,3616179,72.32
