Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
280,Entry long,2024-07-02 11:10,NL,21545.25,32,13788960,-24803.2,-0.18,30078.4,0.22,-24801.6,-0.18,1094465,21.89
281,Exit long,2024-07-02 12:10,n-l-sl,21506.5,32,13788960,-24803.2,-0.18,30078.4,0.22,-24801.6,-0.18,1069663.4,21.39
281,Entry long,2024-07-02 11:10,NL,21545.25,32,13788960,-24803.2,-0.18,30078.4,0.22,-24801.6,-0.18,1069663.4,21.39
282,Exit long,2024-07-03 11:15,n-l-tp1,21782,31,13473995,30841.9,0.23,30843.45,0.23,-2326.55,-0.02,1100503.8,22.01
282,Entry long,2024-07-03 11:00,NL,21732.25,31,13473995,30841.9,0.23,30843.45,0.23,-2326.55,-0.02,1100503.8,22.01
283,Exit long,2024-07-03 12:00,n-l-tp2,21831.5,31,13473995,61531.9,0.46,61533.45,0.46,-2326.55,-0.02,1162037.2,23.24
283,Entry long,2024-07-03 11:00,NL,21732.25,31,13473995,61531.9,0.46,61533.45,0.46,-2326.55,-0.02,1162037.2,23.24
284,Exit long,2024-07-03 23:10,a-l-sl,21835.5,95,41507875,-20434.5,-0.05,0,0.00,-20429.75,-0.05,1141598,22.83
284,Entry long,2024-07-03 21:50,AL,21846.25,95,41507875,-20434.5,-0.05,0,0.00,-20429.75,-0.05,1141598,22.83
285,Exit long,2024-07-03 23:10,a-l-sl,21835.5,95,41507875,-20434.5,-0.05,0,0.00,-20429.75,-0.05,1121168.2,22.42
285,Entry long,2024-07-03 21:50,AL,21846.25,95,41507875,-20434.5,-0.05,0,0.00,-20429.75,-0.05,1121168.2,22.42
286,Exit long,2024-07-05 11:10,n-l-tp1,21993.5,31,13587455,48511.9,0.36,48513.45,0.36,-10541.55,-0.08,1169678.5,23.39
286,Entry long,2024-07-05 10:05,NL,21915.25,31,13587455,48511.9,0.36,48513.45,0.36,-10541.55,-0.08,1169678.5,23.39
287,Exit long,2024-07-05 11:55,n-l-tp2,22042.75,32,14025760,81596.8,0.58,81598.4,0.58,-10881.6,-0.08,1251276.9,25.03
287,Entry long,2024-07-05 10:05,NL,21915.25,32,14025760,81596.8,0.58,81598.4,0.58,-10881.6,-0.08,1251276.9,25.03
288,Exit long,2024-07-08 01:15,a-l-sl,22021.75,94,41425800,-24919.4,-0.06,5635.3,0.01,-24914.7,-0.06,1226352.8,24.53
288,Entry long,2024-07-07 22:30,AL,22035,94,41425800,-24919.4,-0.06,5635.3,0.01,-24914.7,-0.06,1226352.8,24.53
289,Exit long,2024-07-08 01:15,a-l-sl,22021.75,95,41866500,-25184.5,-0.06,5695.25,0.01,-25179.75,-0.06,1201173,24.02
289,Entry long,2024-07-07 22:30,AL,22035,95,41866500,-25184.5,-0.06,5695.25,0.01,-25179.75,-0.06,1201173,24.02
290,Exit long,2024-07-08 15:50,ny-eod-flat,22101.75,63,27824265,23933.7,0.09,30236.85,0.11,-47568.15,-0.17,1225106.8,24.50
290,Entry long,2024-07-08 11:35,NL,22082.75,63,27824265,23933.7,0.09,30236.85,0.11,-47568.15,-0.17,1225106.8,24.50
291,Exit short,2024-07-08 21:45,a-s-tp1,22155.25,99,43903530,36125.1,0.08,36130.05,0.08,-2974.95,-0.01,1261226.9,25.22
291,Entry short,2024-07-08 20:40,AS,22173.5,99,43903530,36125.1,0.08,36130.05,0.08,-2974.95,-0.01,1261226.9,25.22
292,Exit short,2024-07-09 00:40,a-s-be,22172.5,99,43903530,1970.1,0.00,66325.05,0.15,-2974.95,-0.01,1263201.9,25.26
292,Entry short,2024-07-08 20:40,AS,22173.5,99,43903530,1970.1,0.00,66325.05,0.15,-2974.95,-0.01,1263201.9,25.26
293,Exit short,2024-07-09 12:40,n-s-tp1,22099.5,33,14623455,37781.7,0.26,37783.35,0.26,-14026.65,-0.10,1300982,26.02
293,Entry short,2024-07-09 10:35,NS,22156.75,33,14623455,37781.7,0.26,37783.35,0.26,-14026.65,-0.10,1300982,26.02
294,Exit short,2024-07-09 13:25,n-s-tp2,22052.25,33,14623455,68966.7,0.47,68968.35,0.47,-14026.65,-0.10,1369950.2,27.40
294,Entry short,2024-07-09 10:35,NS,22156.75,33,14623455,68966.7,0.47,68968.35,0.47,-14026.65,-0.10,1369950.2,27.40
295,Exit long,2024-07-10 10:35,n-l-sl,22181.25,33,14658105,-18483.3,-0.13,1153.35,0.01,-18481.65,-0.13,1351465.2,27.03
295,Entry long,2024-07-10 10:15,NL,22209.25,33,14658105,-18483.3,-0.13,1153.35,0.01,-18481.65,-0.13,1351465.2,27.03
296,Exit long,2024-07-10 10:35,n-l-sl,22181.25,34,15102290,-19043.4,-0.13,1188.3,0.01,-19041.7,-0.13,1332423.6,26.65
296,Entry long,2024-07-10 10:15,NL,22209.25,34,15102290,-19043.4,-0.13,1188.3,0.01,-19041.7,-0.13,1332423.6,26.65
297,Exit short,2024-07-10 21:10,a-s-tp1,22292.5,102,45510360,33649.8,0.07,33654.9,0.07,-2555.1,-0.01,1366068.2,27.32
297,Entry short,2024-07-10 20:35,AS,22309,102,45510360,33649.8,0.07,33654.9,0.07,-2555.1,-0.01,1366068.2,27.32
298,Exit short,2024-07-10 21:40,a-s-be,22308,102,45510360,2029.8,0.00,40284.9,0.09,-2555.1,-0.01,1368103.2,27.36
298,Entry short,2024-07-10 20:35,AS,22309,102,45510360,2029.8,0.00,40284.9,0.09,-2555.1,-0.01,1368103.2,27.36
299,Exit long,2024-07-15 00:55,a-l-tp1,22025,89,39172905,31586.1,0.08,31590.55,0.08,-7569.45,-0.02,1399684.9,27.99
299,Entry long,2024-07-14 22:40,AL,22007.25,89,39172905,31586.1,0.08,31590.55,0.08,-7569.45,-0.02,1399684.9,27.99
300,Exit long,2024-07-15 01:40,a-l-tp2,22042.5,89,39172905,62736.1,0.16,62740.55,0.16,-7569.45,-0.02,1462425.4,29.25
300,Entry long,2024-07-14 22:40,AL,22007.25,89,39172905,62736.1,0.16,62740.55,0.16,-7569.45,-0.02,1462425.4,29.25
301,Exit long,2024-07-15 12:05,n-l-sl,22088.75,29,12835980,-24507.9,-0.19,6088.55,0.05,-24506.45,-0.19,1437916,28.76
301,Entry long,2024-07-15 11:40,NL,22131,29,12835980,-24507.9,-0.19,6088.55,0.05,-24506.45,-0.19,1437916,28.76
302,Exit long,2024-07-15 12:05,n-l-sl,22088.75,30,13278600,-25353,-0.19,6298.5,0.05,-25351.5,-0.19,1412564.5,28.25
302,Entry long,2024-07-15 11:40,NL,22131,30,13278600,-25353,-0.19,6298.5,0.05,-25351.5,-0.19,1412564.5,28.25
303,Exit short,2024-07-15 22:00,a-s-sl,22075.5,89,39274810,-19588.9,-0.05,15125.55,0.04,-19584.45,-0.05,1392971.1,27.86
303,Entry short,2024-07-15 20:45,AS,22064.5,89,39274810,-19588.9,-0.05,15125.55,0.04,-19584.45,-0.05,1392971.1,27.86
304,Exit short,2024-07-15 22:00,a-s-sl,22075.5,89,39274810,-19588.9,-0.05,15125.55,0.04,-19584.45,-0.05,1373386.8,27.47
304,Entry short,2024-07-15 20:45,AS,22064.5,89,39274810,-19588.9,-0.05,15125.55,0.04,-19584.45,-0.05,1373386.8,27.47
305,Exit short,2024-07-16 11:30,n-s-tp1,21978.25,29,12777980,30592.1,0.24,30593.55,0.24,-7976.45,-0.06,1403977.2,28.08
305,Entry short,2024-07-16 11:05,NS,22031,29,12777980,30592.1,0.24,30593.55,0.24,-7976.45,-0.06,1403977.2,28.08
306,Exit short,2024-07-16 12:15,n-s-tp2,21925.5,30,13218600,63297,0.48,63298.5,0.48,-8251.5,-0.06,1467275.8,29.35
306,Entry short,2024-07-16 11:05,NS,22031,30,13218600,63297,0.48,63298.5,0.48,-8251.5,-0.06,1467275.8,29.35
307,Exit short,2024-07-17 10:50,n-s-tp1,21560,30,12967200,31197,0.24,31498.5,0.24,-2101.5,-0.02,1498471.2,29.97
307,Entry short,2024-07-17 10:45,NS,21612,30,12967200,31197,0.24,31498.5,0.24,-2101.5,-0.02,1498471.2,29.97
308,Exit short,2024-07-17 11:45,n-s-tp2,21508.25,30,12967200,62247,0.48,62248.5,0.48,-2101.5,-0.02,1560719.8,31.21
308,Entry short,2024-07-17 10:45,NS,21612,30,12967200,62247,0.48,62248.5,0.48,-2101.5,-0.02,1560719.8,31.21
309,Exit short,2024-07-18 11:10,n-s-tp1,21357.25,27,11563560,30642.3,0.26,30643.65,0.27,-24031.35,-0.21,1591360.8,31.83
309,Entry short,2024-07-18 10:50,NS,21414,27,11563560,30642.3,0.26,30643.65,0.27,-24031.35,-0.21,1591360.8,31.83
310,Exit short,2024-07-18 11:10,n-s-tp2,21300.75,28,11991840,63417.2,0.53,63418.6,0.53,-24921.4,-0.21,1654779.2,33.10
310,Entry short,2024-07-18 10:50,NS,21414,28,11991840,63417.2,0.53,63418.6,0.53,-24921.4,-0.21,1654779.2,33.10
311,Exit short,2024-07-19 11:25,n-s-tp1,21207.75,26,11058190,30157.4,0.27,30158.7,0.27,-23661.3,-0.21,1684935.4,33.70
311,Entry short,2024-07-19 10:45,NS,21265.75,26,11058190,30157.4,0.27,30158.7,0.27,-23661.3,-0.21,1684935.4,33.70
312,Exit short,2024-07-19 11:35,n-s-tp2,21149.75,27,11483505,62637.3,0.55,62638.65,0.55,-24571.35,-0.21,1747574,34.95
312,Entry short,2024-07-19 10:45,NS,21265.75,27,11483505,62637.3,0.55,62638.65,0.55,-24571.35,-0.21,1747574,34.95
313,Exit short,2024-07-21 21:05,a-s-tp1,21219,80,33981600,31192,0.09,31196,0.09,-17204,-0.05,1778762,35.58
313,Entry short,2024-07-21 20:55,AS,21238.5,80,33981600,31192,0.09,31196,0.09,-17204,-0.05,1778762,35.58
314,Exit short,2024-07-21 21:15,a-s-tp2,21199.5,81,34406370,63171.9,0.18,63175.95,0.18,-17419.05,-0.05,1841937.9,36.84
314,Entry short,2024-07-21 20:55,AS,21238.5,81,34406370,63171.9,0.18,63175.95,0.18,-17419.05,-0.05,1841937.9,36.84
315,Exit long,2024-07-22 10:00,n-l-sl,21368,26,11131380,-20022.6,-0.18,5328.7,0.05,-23401.3,-0.21,1821914,36.44
315,Entry long,2024-07-22 09:55,NL,21406.5,26,11131380,-20022.6,-0.18,5328.7,0.05,-23401.3,-0.21,1821914,36.44
316,Exit long,2024-07-22 10:00,n-l-sl,21368,27,11559510,-20792.7,-0.18,5533.65,0.05,-24301.35,-0.21,1801122.6,36.02
316,Entry long,2024-07-22 09:55,NL,21406.5,27,11559510,-20792.7,-0.18,5533.65,0.05,-24301.35,-0.21,1801122.6,36.02
317,Exit short,2024-07-22 21:10,a-s-sl,21389.5,79,33770525,-24892.9,-0.07,7501.05,0.02,-24888.95,-0.07,1776225.8,35.52
317,Entry short,2024-07-22 20:55,AS,21373.75,79,33770525,-24892.9,-0.07,7501.05,0.02,-24888.95,-0.07,1776225.8,35.52
318,Exit short,2024-07-22 21:10,a-s-sl,21389.5,80,34198000,-25208,-0.07,7596,0.02,-25204,-0.07,1751021.8,35.02
318,Entry short,2024-07-22 20:55,AS,21373.75,80,34198000,-25208,-0.07,7596,0.02,-25204,-0.07,1751021.8,35.02
319,Exit long,2024-07-23 12:20,n-l-sl,21440,26,11173240,-24442.6,-0.22,5458.7,0.05,-24441.3,-0.22,1726577.8,34.53
319,Entry long,2024-07-23 11:40,NL,21487,26,11173240,-24442.6,-0.22,5458.7,0.05,-24441.3,-0.22,1726577.8,34.53
320,Exit long,2024-07-23 12:20,n-l-sl,21440,27,11602980,-25382.7,-0.22,5668.65,0.05,-25381.35,-0.22,1701196.4,34.02
320,Entry long,2024-07-23 11:40,NL,21487,27,11602980,-25382.7,-0.22,5668.65,0.05,-25381.35,-0.22,1701196.4,34.02
321,Exit long,2024-07-23 21:45,a-l-sl,21251.25,81,34444845,-17828.1,-0.05,17410.95,0.05,-17824.05,-0.05,1683364.2,33.67
321,Entry long,2024-07-23 20:50,AL,21262.25,81,34444845,-17828.1,-0.05,17410.95,0.05,-17824.05,-0.05,1683364.2,33.67
322,Exit long,2024-07-23 21:45,a-l-sl,21251.25,82,34870090,-18048.2,-0.05,17625.9,0.05,-18044.1,-0.05,1665320.1,33.31
322,Entry long,2024-07-23 20:50,AL,21262.25,82,34870090,-18048.2,-0.05,17625.9,0.05,-18044.1,-0.05,1665320.1,33.31
323,Exit long,2024-07-24 21:40,a-l-sl,20707.75,73,30258135,-24827.3,-0.08,21531.35,0.07,-24823.65,-0.08,1640489.1,32.81
323,Entry long,2024-07-24 20:30,AL,20724.75,73,30258135,-24827.3,-0.08,21531.35,0.07,-24823.65,-0.08,1640489.1,32.81
324,Exit long,2024-07-24 21:40,a-l-sl,20707.75,74,30672630,-25167.4,-0.08,21826.3,0.07,-25163.7,-0.08,1615325.4,32.31
324,Entry long,2024-07-24 20:30,AL,20724.75,74,30672630,-25167.4,-0.08,21826.3,0.07,-25163.7,-0.08,1615325.4,32.31
325,Exit short,2024-07-25 10:30,n-s-sl,20528,24,9828960,-24482.4,-0.25,5638.8,0.06,-24481.2,-0.25,1590841.8,31.82
325,Entry short,2024-07-25 10:20,NS,20477,24,9828960,-24482.4,-0.25,5638.8,0.06,-24481.2,-0.25,1590841.8,31.82
326,Exit short,2024-07-25 10:30,n-s-sl,20528,25,10238500,-25502.5,-0.25,5873.75,0.06,-25501.25,-0.25,1565340.5,31.31
326,Entry short,2024-07-25 10:20,NS,20477,25,10238500,-25502.5,-0.25,5873.75,0.06,-25501.25,-0.25,1565340.5,31.31
327,Exit long,2024-07-25 23:10,a-l-sl,20494.5,71,29127395,-25212.1,-0.09,22006.45,0.08,-25208.55,-0.09,1540124.9,30.80
327,Entry long,2024-07-25 21:50,AL,20512.25,71,29127395,-25212.1,-0.09,22006.45,0.08,-25208.55,-0.09,1540124.9,30.80
328,Exit long,2024-07-25 23:10,a-l-sl,20494.5,71,29127395,-25212.1,-0.09,22006.45,0.08,-25208.55,-0.09,1514916.2,30.30
328,Entry long,2024-07-25 21:50,AL,20512.25,71,29127395,-25212.1,-0.09,22006.45,0.08,-25208.55,-0.09,1514916.2,30.30
329,Exit long,2024-07-26 12:40,n-l-tp1,20708.75,23,9495665,30357.7,0.32,30358.85,0.32,-1956.15,-0.02,1545272.8,30.91
329,Entry long,2024-07-26 12:15,NL,20642.75,23,9495665,30357.7,0.32,30358.85,0.32,-1956.15,-0.02,1545272.8,30.91
330,Exit long,2024-07-26 13:35,n-l-be,20643.75,24,9908520,477.6,0.00,43678.8,0.44,-2041.2,-0.02,1545751.6,30.92
330,Entry long,2024-07-26 12:15,NL,20642.75,24,9908520,477.6,0.00,43678.8,0.44,-2041.2,-0.02,1545751.6,30.92
331,Exit long,2024-07-28 21:30,a-l-tp1,20747.75,71,29430565,31232.9,0.11,31236.45,0.11,-13848.55,-0.05,1576980.9,31.54
331,Entry long,2024-07-28 21:05,AL,20725.75,71,29430565,31232.9,0.11,31236.45,0.11,-13848.55,-0.05,1576980.9,31.54
332,Exit long,2024-07-28 21:35,a-l-be,20726.75,72,29845080,1432.8,0.00,40316.4,0.14,-14043.6,-0.05,1578417.2,31.57
332,Entry long,2024-07-28 21:05,AL,20725.75,72,29845080,1432.8,0.00,40316.4,0.14,-14043.6,-0.05,1578417.2,31.57
333,Exit short,2024-07-29 11:50,n-s-sl,20666,23,9482325,-24037.3,-0.25,29668.85,0.31,-24036.15,-0.25,1554378.8,31.09
333,Entry short,2024-07-29 11:25,NS,20613.75,23,9482325,-24037.3,-0.25,29668.85,0.31,-24036.15,-0.25,1554378.8,31.09
334,Exit short,2024-07-29 11:50,n-s-sl,20666,24,9894600,-25082.4,-0.25,30958.8,0.31,-25081.2,-0.25,1529297.6,30.59
334,Entry short,2024-07-29 11:25,NS,20613.75,24,9894600,-25082.4,-0.25,30958.8,0.31,-25081.2,-0.25,1529297.6,30.59
335,Exit short,2024-07-29 22:35,a-s-tp1,20530.5,73,30005920,31382.7,0.10,31386.35,0.10,-9858.65,-0.03,1560676.6,31.21
335,Entry short,2024-07-29 22:10,AS,20552,73,30005920,31382.7,0.10,31386.35,0.10,-9858.65,-0.03,1560676.6,31.21
336,Exit short,2024-07-29 23:05,a-s-be,20551,73,30005920,1452.7,0.00,58396.35,0.19,-9858.65,-0.03,1562133,31.24
336,Entry short,2024-07-29 22:10,AS,20552,73,30005920,1452.7,0.00,58396.35,0.19,-9858.65,-0.03,1562133,31.24
337,Exit short,2024-07-30 11:35,n-s-tp1,20389,24,9817560,30837.6,0.31,30838.8,0.31,-10801.2,-0.11,1592969.4,31.86
337,Entry short,2024-07-30 11:15,NS,20453.25,24,9817560,30837.6,0.31,30838.8,0.31,-10801.2,-0.11,1592969.4,31.86
338,Exit short,2024-07-30 12:50,n-s-tp2,20324.75,24,9817560,61677.6,0.63,61678.8,0.63,-10801.2,-0.11,1654648.2,33.09
338,Entry short,2024-07-30 11:15,NS,20453.25,24,9817560,61677.6,0.63,61678.8,0.63,-10801.2,-0.11,1654648.2,33.09
339,Exit long,2024-07-31 10:50,n-l-sl,20852.75,23,9607560,-15297.3,-0.16,9083.85,0.09,-15296.15,-0.16,1639349.8,32.79
339,Entry long,2024-07-31 10:40,NL,20886,23,9607560,-15297.3,-0.16,9083.85,0.09,-15296.15,-0.16,1639349.8,32.79
340,Exit long,2024-07-31 10:50,n-l-sl,20852.75,23,9607560,-15297.3,-0.16,9083.85,0.09,-15296.15,-0.16,1624053.6,32.48
340,Entry long,2024-07-31 10:40,NL,20886,23,9607560,-15297.3,-0.16,9083.85,0.09,-15296.15,-0.16,1624053.6,32.48
341,Exit short,2024-07-31 23:55,a-s-sl,21123.25,64,27012480,-25286.4,-0.09,14396.8,0.05,-25283.2,-0.09,1598764,31.98
341,Entry short,2024-07-31 22:35,AS,21103.5,64,27012480,-25286.4,-0.09,14396.8,0.05,-25283.2,-0.09,1598764,31.98
342,Exit short,2024-07-31 23:55,a-s-sl,21123.25,64,27012480,-25286.4,-0.09,14396.8,0.05,-25283.2,-0.09,1573480.8,31.47
342,Entry short,2024-07-31 22:35,AS,21103.5,64,27012480,-25286.4,-0.09,14396.8,0.05,-25283.2,-0.09,1573480.8,31.47
343,Exit short,2024-08-01 11:35,n-s-tp1,20661.75,21,8708700,30762.9,0.35,30763.95,0.35,-5671.05,-0.07,1604242.6,32.08
343,Entry short,2024-08-01 11:15,NS,20735,21,8708700,30762.9,0.35,30763.95,0.35,-5671.05,-0.07,1604242.6,32.08
344,Exit short,2024-08-01 11:45,n-s-tp2,20588.5,21,8708700,61527.9,0.71,61528.95,0.71,-5671.05,-0.07,1665771.6,33.32
344,Entry short,2024-08-01 11:15,NS,20735,21,8708700,61527.9,0.71,61528.95,0.71,-5671.05,-0.07,1665771.6,33.32
345,Exit short,2024-08-02 10:45,n-s-sl,19976.25,19,7566750,-24226.9,-0.32,25744.05,0.34,-24225.95,-0.32,1641543.8,32.83
345,Entry short,2024-08-02 10:25,NS,19912.5,19,7566750,-24226.9,-0.32,25744.05,0.34,-24225.95,-0.32,1641543.8,32.83
346,Exit short,2024-08-02 10:45,n-s-sl,19976.25,20,7965000,-25502,-0.32,27099,0.34,-25501,-0.32,1616042.8,32.32
346,Entry short,2024-08-02 10:25,NS,19912.5,20,7965000,-25502,-0.32,27099,0.34,-25501,-0.32,1616042.8,32.32
347,Exit short,2024-08-04 21:20,a-s-tp1,19535,57,22301250,31344.3,0.14,31347.15,0.14,-7127.85,-0.03,1647384.1,32.95
347,Entry short,2024-08-04 21:15,AS,19562.5,57,22301250,31344.3,0.14,31347.15,0.14,-7127.85,-0.03,1647384.1,32.95
348,Exit short,2024-08-04 21:30,a-s-be,19561.5,57,22301250,1134.3,0.01,47307.15,0.21,-7127.85,-0.03,1648521.2,32.97
348,Entry short,2024-08-04 21:15,AS,19562.5,57,22301250,1134.3,0.01,47307.15,0.21,-7127.85,-0.03,1648521.2,32.97
349,Exit long,2024-08-05 12:00,n-l-tp1,19572,19,7406200,31158.1,0.42,31159.05,0.42,-2280.95,-0.03,1679678.5,33.59
349,Entry long,2024-08-05 11:50,NL,19490,19,7406200,31158.1,0.42,31159.05,0.42,-2280.95,-0.03,1679678.5,33.59
350,Exit long,2024-08-05 12:20,n-l-tp2,19653.75,19,7406200,62223.1,0.84,62224.05,0.84,-2280.95,-0.03,1741902.5,34.84
350,Entry long,2024-08-05 11:50,NL,19490,19,7406200,62223.1,0.84,62224.05,0.84,-2280.95,-0.03,1741902.5,34.84
351,Exit long,2024-08-05 21:45,a-l-tp1,19781.5,51,20145765,31359.9,0.16,31362.45,0.16,-6887.55,-0.03,1773259.9,35.47
351,Entry long,2024-08-05 21:40,AL,19750.75,51,20145765,31359.9,0.16,31362.45,0.16,-6887.55,-0.03,1773259.9,35.47
352,Exit long,2024-08-05 21:50,a-l-tp2,19812,51,20145765,62469.9,0.31,62472.45,0.31,-6887.55,-0.03,1835732.2,36.71
352,Entry long,2024-08-05 21:40,AL,19750.75,51,20145765,62469.9,0.31,62472.45,0.31,-6887.55,-0.03,1835732.2,36.71
353,Exit long,2024-08-06 11:45,n-l-tp1,19740.5,17,6680575,31193.3,0.47,31194.15,0.47,-10455.85,-0.16,1866924.8,37.34
353,Entry long,2024-08-06 11:25,NL,19648.75,17,6680575,31193.3,0.47,31194.15,0.47,-10455.85,-0.16,1866924.8,37.34
354,Exit long,2024-08-06 12:50,n-l-tp2,19832,17,6680575,62303.3,0.93,62304.15,0.93,-10455.85,-0.16,1929228.9,38.58
354,Entry long,2024-08-06 11:25,NL,19648.75,17,6680575,62303.3,0.93,62304.15,0.93,-10455.85,-0.16,1929228.9,38.58
355,Exit short,2024-08-07 12:00,n-s-tp1,19739.5,16,6346080,29438.4,0.46,29439.2,0.46,-4640.8,-0.07,1958666.5,39.17
355,Entry short,2024-08-07 11:55,NS,19831.5,16,6346080,29438.4,0.46,29439.2,0.46,-4640.8,-0.07,1958666.5,39.17
356,Exit short,2024-08-07 12:20,n-s-be,19830.5,17,6742710,338.3,0.01,39184.15,0.58,-4930.85,-0.07,1959005.6,39.18
356,Entry short,2024-08-07 11:55,NS,19831.5,17,6742710,338.3,0.01,39184.15,0.58,-4930.85,-0.07,1959005.6,39.18
357,Exit long,2024-08-07 20:35,a-l-sl,19320.75,49,18946830,-12499.9,-0.07,33562.55,0.18,-12497.45,-0.07,1946503.2,38.93
357,Entry long,2024-08-07 20:25,AL,19333.5,49,18946830,-12499.9,-0.07,33562.55,0.18,-12497.45,-0.07,1946503.2,38.93
358,Exit long,2024-08-07 20:35,a-l-sl,19320.75,49,18946830,-12499.9,-0.07,33562.55,0.18,-12497.45,-0.07,1934005.8,38.68
358,Entry long,2024-08-07 20:25,AL,19333.5,49,18946830,-12499.9,-0.07,33562.55,0.18,-12497.45,-0.07,1934005.8,38.68
359,Exit long,2024-08-08 12:05,n-l-tp1,19886.25,16,6333120,30478.4,0.48,30479.2,0.48,-10160.8,-0.16,1964483.4,39.29
359,Entry long,2024-08-08 11:10,NL,19791,16,6333120,30478.4,0.48,30479.2,0.48,-10160.8,-0.16,1964483.4,39.29
360,Exit long,2024-08-08 14:05,n-l-tp2,19981.25,16,6333120,60878.4,0.96,60879.2,0.96,-10160.8,-0.16,2025362.6,40.51
360,Entry long,2024-08-08 11:10,NL,19791,16,6333120,60878.4,0.96,60879.2,0.96,-10160.8,-0.16,2025362.6,40.51
361,Exit short,2024-08-08 22:10,a-s-sl,20006.25,47,18780730,-25149.7,-0.13,14567.65,0.08,-25147.35,-0.13,2000210.5,40.00
361,Entry short,2024-08-08 21:30,AS,19979.5,47,18780730,-25149.7,-0.13,14567.65,0.08,-25147.35,-0.13,2000210.5,40.00
362,Exit short,2024-08-08 22:10,a-s-sl,20006.25,47,18780730,-25149.7,-0.13,14567.65,0.08,-25147.35,-0.13,1975063.2,39.50
362,Entry short,2024-08-08 21:30,AS,19979.5,47,18780730,-25149.7,-0.13,14567.65,0.08,-25147.35,-0.13,1975063.2,39.50
363,Exit long,2024-08-11 23:35,a-l-sl,20060.5,48,19282800,-24724.8,-0.13,12237.6,0.06,-24722.4,-0.13,1950336,39.01
363,Entry long,2024-08-11 23:05,AL,20086.25,48,19282800,-24724.8,-0.13,12237.6,0.06,-24722.4,-0.13,1950336,39.01
364,Exit long,2024-08-11 23:35,a-l-sl,20060.5,49,19684525,-25239.9,-0.13,12492.55,0.06,-25237.45,-0.13,1925098.5,38.50
364,Entry long,2024-08-11 23:05,AL,20086.25,49,19684525,-25239.9,-0.13,12492.55,0.06,-25237.45,-0.13,1925098.5,38.50
365,Exit long,2024-08-12 13:00,n-l-sl,20042.5,16,6438320,-24721.6,-0.38,10559.2,0.16,-24720.8,-0.38,1900376.1,38.01
365,Entry long,2024-08-12 12:05,NL,20119.75,16,6438320,-24721.6,-0.38,10559.2,0.16,-24720.8,-0.38,1900376.1,38.01
366,Exit long,2024-08-12 13:00,n-l-sl,20042.5,16,6438320,-24721.6,-0.38,10559.2,0.16,-24720.8,-0.38,1875655.2,37.51
366,Entry long,2024-08-12 12:05,NL,20119.75,16,6438320,-24721.6,-0.38,10559.2,0.16,-24720.8,-0.38,1875655.2,37.51
367,Exit long,2024-08-12 21:10,a-l-sl,20078,50,20103000,-25005,-0.12,0,0.00,-25002.5,-0.12,1850647.8,37.01
367,Entry long,2024-08-12 21:05,AL,20103,50,20103000,-25005,-0.12,0,0.00,-25002.5,-0.12,1850647.8,37.01
368,Exit long,2024-08-12 21:10,a-l-sl,20078,50,20103000,-25005,-0.12,0,0.00,-25002.5,-0.12,1825645.2,36.51
368,Entry long,2024-08-12 21:05,AL,20103,50,20103000,-25005,-0.12,0,0.00,-25002.5,-0.12,1825645.2,36.51
369,Exit long,2024-08-13 22:10,a-l-sl,20548.5,50,20573500,-25005,-0.12,10247.5,0.05,-25002.5,-0.12,1800637.8,36.01
369,Entry long,2024-08-13 22:00,AL,20573.5,50,20573500,-25005,-0.12,10247.5,0.05,-25002.5,-0.12,1800637.8,36.01
370,Exit long,2024-08-13 22:10,a-l-sl,20548.5,50,20573500,-25005,-0.12,10247.5,0.05,-25002.5,-0.12,1775635.2,35.51
370,Entry long,2024-08-13 22:00,AL,20573.5,50,20573500,-25005,-0.12,10247.5,0.05,-25002.5,-0.12,1775635.2,35.51
371,Exit short,2024-08-14 10:30,n-s-tp1,20382.75,16,6554880,32398.4,0.49,32399.2,0.49,-2240.8,-0.03,1808032.9,36.16
371,Entry short,2024-08-14 10:00,NS,20484,16,6554880,32398.4,0.49,32399.2,0.49,-2240.8,-0.03,1808032.9,36.16
372,Exit short,2024-08-14 10:50,n-s-be,20483,17,6964560,338.3,0.00,41649.15,0.60,-2380.85,-0.03,1808372,36.17
372,Entry short,2024-08-14 10:00,NS,20484,17,6964560,338.3,0.00,41649.15,0.60,-2380.85,-0.03,1808372,36.17
373,Exit long,2024-08-14 22:10,a-l-tp1,20616.25,52,21409440,31454.8,0.15,31457.4,0.15,-4682.6,-0.02,1839824.2,36.80
373,Entry long,2024-08-14 21:25,AL,20586,52,21409440,31454.8,0.15,31457.4,0.15,-4682.6,-0.02,1839824.2,36.80
374,Exit long,2024-08-14 22:35,a-l-tp2,20646.25,52,21409440,62654.8,0.29,62657.4,0.29,-4682.6,-0.02,1902481.6,38.05
374,Entry long,2024-08-14 21:25,AL,20586,52,21409440,62654.8,0.29,62657.4,0.29,-4682.6,-0.02,1902481.6,38.05
375,Exit long,2024-08-15 11:15,n-l-tp1,20951.5,17,7092825,30683.3,0.43,30684.15,0.43,-6715.85,-0.09,1933164,38.66
